p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene	comparison
7.60687675007384e-166	2.01403804742102	1	0.924	1.61159290827064e-161	ISG15	Illeum_24h_Inmature Enterocyte 2_Bystander_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.4682618160154e-164	1.32112870527723	0.961	0.523	5.22925948341023e-160	XAF1	Illeum_24h_Inmature Enterocyte 2_Bystander_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.14529754141763e-162	2.12985688905271	0.952	0.237	6.66362737124739e-158	IFIT1	Illeum_24h_Inmature Enterocyte 2_Bystander_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.64766092905403e-157	2.06525175006915	0.967	0.551	1.19651344442939e-152	IFIT3	Illeum_24h_Inmature Enterocyte 2_Bystander_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
7.20409557332409e-157	1.79266433382281	0.979	0.708	1.52625968816444e-152	MX1	Illeum_24h_Inmature Enterocyte 2_Bystander_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.82466725915841e-152	1.06338920477093	0.81	0	1.4458740055253e-147	COVID19	Illeum_24h_Inmature Enterocyte 2_Bystander_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.30914646777299e-138	1.16281555017434	0.931	0.706	2.77355770662385e-134	DDX60L	Illeum_24h_Inmature Enterocyte 2_Bystander_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.37406376579674e-138	0.861308536468349	0.943	0.697	2.91109149421696e-134	PARP9	Illeum_24h_Inmature Enterocyte 2_Bystander_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.53364952227546e-138	1.25662317324078	0.967	0.614	9.6049898778928e-134	EPSTI1	Illeum_24h_Inmature Enterocyte 2_Bystander_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.18182466797003e-137	1.44231404851089	0.913	0.307	1.09782137415613e-132	MX2	Illeum_24h_Inmature Enterocyte 2_Bystander_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.06086096955079e-134	1.4178563602722	0.925	0.534	6.48474005009031e-130	DDX58	Illeum_24h_Inmature Enterocyte 2_Bystander_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
