"source_genesymbol" "target_genesymbol" "from" "to" "consensus_stimulation" "consensus_inhibition"
"402" "ATF1" "PCSK1" "P18846" "P29120" 1 0
"403" "ATF1" "PLAUR" "P18846" "Q03405" 1 0
"404" "ATF1" "SLC20A1" "P18846" "A7LNJ1" 1 0
"405" "ATF1" "TGFB2" "P18846" "P61812" 1 0
"406" "ATF1" "TH" "P18846" "P07101" 1 0
"407" "ATF1" "TOP2A" "P18846" "P11388" 1 0
"408" "ATF1" "UGT8" "P18846" "Q16880" 1 0
"409" "ATF2" "APOC3" "P15336" "A3KPE2" 1 0
"410" "ATF2" "ATF3" "P15336" "P18847" 1 0
"411" "ATF2" "CCND1" "P15336" "P24385" 1 0
"412" "ATF2" "CDKN1A" "P15336" "A0A024RCX5" 1 0
"413" "ATF2" "CYP11B1" "P15336" "P15538" 1 0
"414" "ATF2" "CYP11B2" "P15336" "P19099" 1 0
"415" "ATF2" "DUSP1" "P15336" "B4DU40" 1 0
"416" "ATF2" "FN1" "P15336" "B7ZLE5" 1 0
"417" "ATF2" "FOS" "P15336" "P01100" 1 0
"418" "ATF2" "IFNB1" "P15336" "P01574" 1 0
"419" "ATF2" "IFNG" "P15336" "P01579" 1 0
"420" "ATF2" "IMPDH2" "P15336" "P12268" 1 0
"421" "ATF2" "INS" "P15336" "I3WAC9" 1 0
"422" "ATF2" "JUN" "P15336" "P05412" 1 0
"423" "ATF2" "MMP2" "P15336" "P08253" 1 0
"424" "ATF2" "NOS3" "P15336" "P29474" 0 1
"425" "ATF2" "NR4A2" "P15336" "F1D8N6" 1 0
"426" "ATF2" "PCK1" "P15336" "P35558" 1 0
"427" "ATF2" "PCK2" "P15336" "A0A0A0MS74" 1 0
"428" "ATF2" "PLAT" "P15336" "P00750" 1 0
"429" "ATF2" "PTGS2" "P15336" "P35354" 1 0
"430" "ATF2" "RB1" "P15336" "A0A024RDV3" 1 0
"431" "ATF2" "TGFB2" "P15336" "P61812" 0 1
"432" "ATF2" "TNF" "P15336" "P01375" 1 0
"433" "ATF3" "ASNS" "P18847" "P08243" 1 0
"434" "ATF3" "CCL5" "P18847" "D0EI67" 0 1
"435" "ATF3" "DDIT3" "P18847" "P35638" 1 0
"436" "ATF3" "GCLC" "P18847" "E1CEI4" 0 1
"437" "ATF3" "GDF15" "P18847" "Q99988" 1 0
"438" "ATF3" "ID1" "P18847" "P41134" 0 1
"439" "ATF3" "LDLR" "P18847" "A0A024R7D5" 0 1
"440" "ATF3" "SELE" "P18847" "P16581" 0 1
"441" "ATF3" "STAT3" "P18847" "P40763" 0 1
"442" "ATF3" "AKAP13" "P18847" "A8MYJ1" 0 1
"443" "ATF3" "ANXA1" "P18847" "P04083" 0 1
"444" "ATF3" "BHLHE40" "P18847" "O14503" 0 1
"445" "ATF3" "COA7" "P18847" "Q96BR5" 0 1
"446" "ATF3" "CREB5" "P18847" "Q02930" 0 1
"447" "ATF3" "ELMSAN1" "P18847" "A0A024R689" 0 1
"448" "ATF3" "ETS2" "P18847" "P15036" 0 1
"449" "ATF3" "FAM49B" "P18847" "A0A024R9G4" 0 1
"450" "ATF3" "GLIS3" "P18847" "Q1PHJ8" 0 1
"451" "ATF3" "GNA12" "P18847" "E9PC54" 0 1
"452" "ATF3" "HSPB1" "P18847" "P04792" 0 1
"453" "ATF3" "KDM4C" "P18847" "Q9H3R0" 0 1
"454" "ATF3" "KDM6B" "P18847" "O15054" 0 1
"455" "ATF3" "KLF6" "P18847" "D3GC14" 0 1
"456" "ATF3" "MAPKAP1" "P18847" "Q9BPZ7" 0 1
"457" "ATF3" "MAPRE2" "P18847" "Q15555" 0 1
"458" "ATF3" "MED15" "P18847" "Q6PKB8" 0 1
"459" "ATF3" "MYO18A" "P18847" "Q92614" 0 1
"460" "ATF3" "NFIA" "P18847" "Q12857" 0 1
"461" "ATF3" "PCBP1" "P18847" "Q15365" 0 1
"462" "ATF3" "PDE4B" "P18847" "Q07343" 0 1
"463" "ATF3" "PER1" "P18847" "O15534" 0 1
"464" "ATF3" "PTP4A1" "P18847" "A0A024R8J2" 0 1
"465" "ATF3" "RAD9A" "P18847" "Q99638" 0 1
"466" "ATF3" "RCAN1" "P18847" "P53805" 0 1
"467" "ATF3" "RUNX1" "P18847" "Q01196" 0 1
"468" "ATF3" "SMOX" "P18847" "Q9NWM0" 0 1
"469" "ATF3" "SND1" "P18847" "A0A140VK49" 0 1
"470" "ATF3" "SPAG9" "P18847" "O60271" 0 1
"471" "ATF3" "SPRED2" "P18847" "B3KPL5" 0 1
"472" "ATF3" "SREBF1" "P18847" "P36956" 0 1
"473" "ATF3" "SYTL2" "P18847" "Q9HCH5" 0 1
"474" "ATF3" "TOM1L2" "P18847" "Q6ZVM7" 0 1
"475" "ATF3" "TRIB1" "P18847" "Q96RU8" 0 1
"476" "ATF3" "TSC22D2" "P18847" "B4DN36" 0 1
"477" "ATF3" "UBC" "P18847" "P0CG48" 0 1
"478" "ATF3" "VGLL4" "P18847" "G5E9M7" 0 1
"479" "ATF3" "VMP1" "P18847" "Q96GC9" 0 1
"480" "ATF3" "ZBTB20" "P18847" "Q9HC78" 0 1
"481" "ATF3" "ZFP36L1" "P18847" "A0A024R658" 0 1
"482" "ATF4" "ASNS" "P18848" "P08243" 1 0
"483" "ATF4" "ATF3" "P18848" "P18847" 1 0
"484" "ATF4" "CEBPB" "P18848" "P17676" 1 0
"485" "ATF4" "CHAC1" "P18848" "Q9BUX1" 1 0
"486" "ATF4" "CXCL8" "P18848" "A0A024RDA5" 1 0
"487" "ATF4" "DDIT3" "P18848" "P35638" 1 0
"488" "ATF4" "DDIT4" "P18848" "A0A024QZQ6" 1 0
"489" "ATF4" "DDR2" "P18848" "A0A024R906" 1 0
"490" "ATF4" "DISC1" "P18848" "Q9NRI5" 1 0
"491" "ATF4" "FGF21" "P18848" "Q9NSA1" 1 0
"492" "ATF4" "HRK" "P18848" "O00198" 1 0
"493" "ATF4" "MCL1" "P18848" "A0A087WT64" 1 0
"494" "ATF4" "NUPR1" "P18848" "O60356" 1 0
"495" "ATF4" "PTGS2" "P18848" "P35354" 1 0
"496" "ATF4" "TRIB3" "P18848" "Q96RU7" 1 0
"497" "ATF4" "VEGFA" "P18848" "A0A087WUD8" 1 0
"498" "ATF6" "ATP2A2" "A8K383" "P16615" 1 0
"499" "ATF6" "CALR" "A8K383" "P27797" 1 0
"500" "ATF6" "DDIT3" "A8K383" "P35638" 1 0
"501" "ATF6" "DNAJC3" "A8K383" "A8KA82" 1 0
"502" "ATF6" "HSP90B1" "A8K383" "P14625" 1 0
"503" "ATF6" "HSPA5" "A8K383" "P11021" 1 0
"504" "ATF6" "RTN3" "A8K383" "O95197" 1 0
"505" "ATF6" "SEL1L" "A8K383" "Q9UBV2" 1 0
"506" "ATF6" "SRF" "A8K383" "B4DU24" 1 0
"507" "ATF6" "XBP1" "A8K383" "P17861" 1 0
"508" "ATF7" "ARID1A" "P17544" "O14497" 1 0
"509" "ATF7" "ARID1B" "P17544" "Q8NFD5" 1 0
"510" "ATF7" "CMIP" "P17544" "Q8IY22" 1 0
"511" "ATF7" "CREB3L2" "P17544" "Q70SY1" 1 0
"512" "ATF7" "CREBBP" "P17544" "Q92793" 1 0
"513" "ATF7" "DEPDC5" "P17544" "O75140" 1 0
"514" "ATF7" "DST" "P17544" "B4DSS9" 1 0
"515" "ATF7" "EML2" "P17544" "O95834" 1 0
"516" "ATF7" "EXOC4" "P17544" "Q6NX51" 1 0
"517" "ATF7" "FAAP20" "P17544" "Q6ZRT9" 1 0
"518" "ATF7" "FAM122C" "P17544" "Q6P4D5" 1 0
"519" "ATF7" "IGF1" "P17544" "P05019" 1 0
"520" "ATF7" "KANSL1" "P17544" "Q7Z3B3" 1 0
"521" "ATF7" "KDM4C" "P17544" "Q9H3R0" 1 0
"522" "ATF7" "KPNA6" "P17544" "O60684" 1 0
"523" "ATF7" "MOV10L1" "P17544" "Q9BXT6" 1 0
"524" "ATF7" "MSI2" "P17544" "B4DHE8" 1 0
"525" "ATF7" "NFIA" "P17544" "Q12857" 1 0
"526" "ATF7" "PHF21A" "P17544" "Q96BD5" 1 0
"527" "ATF7" "PTPRS" "P17544" "Q13332" 1 0
"528" "ATF7" "SND1" "P17544" "A0A140VK49" 1 0
"529" "ATF7" "TCF12" "P17544" "F5GY10" 1 0
"530" "ATF7" "TEAD1" "P17544" "P28347" 1 0
"531" "ATF7" "TNRC6B" "P17544" "A0A024R1N5" 1 0
"532" "ATF7" "TP53BP1" "P17544" "Q12888" 1 0
"533" "ATF7" "UBE2H" "P17544" "P62256" 1 0
"534" "ATF7" "XPO7" "P17544" "Q9UIA9" 1 0
"535" "ATF7" "ZFP36L1" "P17544" "A0A024R658" 1 0
"536" "BACH1" "HMOX1" "O14867" "P09601" 0 1
"537" "BACH1" "ALDOA" "O14867" "P04075" 1 0
"538" "BACH1" "ASAP1" "O14867" "A0A0A0MRE5" 1 0
"539" "BACH1" "CDK6" "O14867" "Q00534" 1 0
"540" "BACH1" "CLIP4" "O14867" "B7Z936" 1 0
"541" "BACH1" "DPH6" "O14867" "Q7L8W6" 1 0
"542" "BACH1" "GCLC" "O14867" "E1CEI4" 1 0
"543" "BACH1" "IFRD1" "O14867" "A4D0U1" 1 0
"544" "BACH1" "KCTD20" "O14867" "Q7Z5Y7" 1 0
"545" "BACH1" "LBR" "O14867" "Q14739" 1 0
"546" "BACH1" "MAFG" "O14867" "A0A024R8X1" 1 0
"547" "BACH1" "MAPT" "O14867" "P10636" 1 0
"548" "BACH1" "ME1" "O14867" "P48163" 1 0
"549" "BACH1" "MSANTD3" "O14867" "A0A024R171" 1 0
"550" "BACH1" "NQO2" "O14867" "B3KPX6" 1 0
"551" "BACH1" "PHLDA2" "O14867" "Q53GA4" 1 0
"552" "BACH1" "PIK3CD" "O14867" "O00329" 1 0
"553" "BACH1" "PSAP" "O14867" "P07602" 1 0
"554" "BACH1" "RFFL" "O14867" "Q8WZ73" 1 0
"555" "BACH1" "SLC48A1" "O14867" "Q6P1K1" 1 0
"556" "BACH1" "SLC7A11" "O14867" "Q9UPY5" 1 0
"557" "BACH1" "SLX4IP" "O14867" "Q5VYV7" 1 0
"558" "BACH1" "SMARCA4" "O14867" "A7E2E1" 1 0
"559" "BACH1" "SQSTM1" "O14867" "Q13501" 1 0
"560" "BACH1" "SSC4D" "O14867" "Q8WTU2" 1 0
"561" "BACH1" "SYNJ2" "O14867" "A0A1W2PR85" 1 0
"562" "BACH1" "TNFAIP2" "O14867" "Q03169" 1 0
"563" "BACH1" "TRIM56" "O14867" "Q9BRZ2" 1 0
"564" "BACH2" "IL2" "Q9BYV9" "P60568" 1 0
"565" "BACH2" "AP1B1" "Q9BYV9" "Q10567" 1 0
"566" "BACH2" "ARHGEF3" "Q9BYV9" "Q9NR81" 1 0
"567" "BACH2" "COQ8B" "Q9BYV9" "A0A024R0Q9" 1 0
"568" "BACH2" "DAAM1" "Q9BYV9" "Q9Y4D1" 1 0
"569" "BACH2" "EGLN3" "Q9BYV9" "B3KVT0" 1 0
"570" "BACH2" "EPS15L1" "Q9BYV9" "Q9UBC2" 1 0
"571" "BACH2" "ERCC1" "Q9BYV9" "P07992" 1 0
"572" "BACH2" "ETS1" "Q9BYV9" "P14921" 1 0
"573" "BACH2" "FOXO3" "Q9BYV9" "O43524" 1 0
"574" "BACH2" "FOXP1" "Q9BYV9" "Q9H334" 1 0
"575" "BACH2" "GSTP1" "Q9BYV9" "P09211" 1 0
"576" "BACH2" "HIVEP2" "Q9BYV9" "P31629" 1 0
"577" "BACH2" "IFRD1" "Q9BYV9" "A4D0U1" 1 0
"578" "BACH2" "ITPKB" "Q9BYV9" "B2R9J0" 1 0
"579" "BACH2" "JMJD1C" "Q9BYV9" "B7ZLC8" 1 0
"580" "BACH2" "KCTD20" "Q9BYV9" "Q7Z5Y7" 1 0
"581" "BACH2" "KLHL21" "Q9BYV9" "Q9UJP4" 1 0
"582" "BACH2" "LBR" "Q9BYV9" "Q14739" 1 0
"583" "BACH2" "LRRK2" "Q9BYV9" "Q17RV3" 1 0
"584" "BACH2" "MAFG" "Q9BYV9" "A0A024R8X1" 1 0
"585" "BACH2" "MGAT5" "Q9BYV9" "Q09328" 1 0
"586" "BACH2" "MYBPC1" "Q9BYV9" "Q00872" 1 0
"587" "BACH2" "OSBPL10" "Q9BYV9" "Q9BXB5" 1 0
"588" "BACH2" "PLXND1" "Q9BYV9" "Q9Y4D7" 1 0
"589" "BACH2" "PRDM10" "Q9BYV9" "Q9NQV6" 1 0
"590" "BACH2" "PRDM2" "Q9BYV9" "Q13029" 1 0
"591" "BACH2" "PSAP" "Q9BYV9" "P07602" 1 0
"592" "BACH2" "PURB" "Q9BYV9" "Q96QR8" 1 0
"593" "BACH2" "RASAL3" "Q9BYV9" "Q86YV0" 1 0
"594" "BACH2" "RASSF2" "Q9BYV9" "P50749" 1 0
"595" "BACH2" "RFFL" "Q9BYV9" "Q8WZ73" 1 0
"596" "BACH2" "RGS3" "Q9BYV9" "A0A024R831" 1 0
"597" "BACH2" "RP1" "Q9BYV9" "P56715" 1 0
"598" "BACH2" "SEMA4D" "Q9BYV9" "Q92854" 1 0
"599" "BACH2" "SIAH2" "Q9BYV9" "O43255" 1 0
"600" "BACH2" "SLC16A6" "Q9BYV9" "A0A024R8J3" 1 0
"601" "BACH2" "SLC6A6" "Q9BYV9" "A0A087WY96" 1 0
"602" "BACH2" "SLC7A7" "Q9BYV9" "A0A0S2Z502" 1 0
"603" "BACH2" "SNX25" "Q9BYV9" "Q9H3E2" 1 0
"604" "BACH2" "SQSTM1" "Q9BYV9" "Q13501" 1 0
"605" "BACH2" "SWAP70" "Q9BYV9" "B3KUB9" 1 0
"606" "BACH2" "TBK1" "Q9BYV9" "Q9UHD2" 1 0
"607" "BACH2" "TCF4" "Q9BYV9" "B3KVA4" 1 0
"608" "BACH2" "TEX19" "Q9BYV9" "Q8NA77" 1 0
"609" "BACH2" "TMSB4X" "Q9BYV9" "A2VCK8" 1 0
"610" "BACH2" "TNFSF9" "Q9BYV9" "A0A0U5J8I0" 1 0
"611" "BACH2" "TUBA4A" "Q9BYV9" "P68366" 1 0
"612" "BACH2" "TXLNB" "Q9BYV9" "Q8N3L3" 1 0
"613" "BACH2" "ZHX2" "Q9BYV9" "Q9Y6X8" 1 0
"614" "BATF" "TNFRSF8" "Q16520" "A5D8T4" 1 0
"615" "BATF" "APBB1IP" "Q16520" "Q7Z5R6" 1 0
"616" "BATF" "ARHGAP25" "Q16520" "P42331" 1 0
"617" "BATF" "CACNB4" "Q16520" "O00305" 1 0
"618" "BATF" "CCR7" "Q16520" "P32248" 1 0
"619" "BATF" "CTSC" "Q16520" "P53634" 1 0
"620" "BATF" "DENND1A" "Q16520" "Q8TEH3" 1 0
"621" "BATF" "DMD" "Q16520" "P11532" 1 0
"622" "BATF" "DOCK2" "Q16520" "Q5XG91" 1 0
"623" "BATF" "ELF1" "Q16520" "P32519" 1 0
"624" "BATF" "FAM49B" "Q16520" "A0A024R9G4" 1 0
"625" "BATF" "FGGY" "Q16520" "Q96C11" 1 0
"626" "BATF" "GSAP" "Q16520" "A4D1B5" 1 0
"627" "BATF" "IER5" "Q16520" "Q5VY09" 1 0
"628" "BATF" "IKZF1" "Q16520" "Q13422" 1 0
"629" "BATF" "IKZF3" "Q16520" "Q9UKT9" 1 0
"630" "BATF" "IL1R1" "Q16520" "P14778" 1 0
"631" "BATF" "IL1R2" "Q16520" "P27930" 1 0
"632" "BATF" "KCNMA1" "Q16520" "Q12791" 1 0
"633" "BATF" "LAMC1" "Q16520" "P11047" 1 0
"634" "BATF" "LAPTM5" "Q16520" "Q13571" 1 0
"635" "BATF" "MAP3K5" "Q16520" "Q99683" 1 0
"636" "BATF" "NABP1" "Q16520" "Q96AH0" 1 0
"637" "BATF" "NCOA1" "Q16520" "Q15788" 1 0
"638" "BATF" "NEK6" "Q16520" "Q9HC98" 1 0
"639" "BATF" "NFKB1" "Q16520" "A0A024RDJ4" 1 0
"640" "BATF" "NRCAM" "Q16520" "Q14CA1" 1 0
"641" "BATF" "PIK3AP1" "Q16520" "Q6ZUJ8" 1 0
"642" "BATF" "PIK3R5" "Q16520" "L7RT34" 1 0
"643" "BATF" "PITPNC1" "Q16520" "Q9UKF7" 1 0
"644" "BATF" "PRKCB" "Q16520" "P05771" 1 0
"645" "BATF" "PRKCH" "Q16520" "P24723" 1 0
"646" "BATF" "PTPN2" "Q16520" "P17706" 1 0
"647" "BATF" "RABGAP1L" "Q16520" "Q5R372" 1 0
"648" "BATF" "RAPGEF1" "Q16520" "Q13905" 1 0
"649" "BATF" "RBM47" "Q16520" "A0AV96" 1 0
"650" "BATF" "RHOH" "Q16520" "Q15669" 1 0
"651" "BATF" "RIN3" "Q16520" "Q6ZRC2" 1 0
"652" "BATF" "RUNX1" "Q16520" "Q01196" 1 0
"653" "BATF" "SAMSN1" "Q16520" "Q9NSI8" 1 0
"654" "BATF" "SLAMF1" "Q16520" "Q13291" 1 0
"655" "BATF" "ST3GAL1" "Q16520" "A0A024R9L6" 1 0
"656" "BATF" "ST6GAL1" "Q16520" "P15907" 1 0
"657" "BATF" "ST7" "Q16520" "Q9NRC1" 1 0
"658" "BATF" "STK10" "Q16520" "O94804" 1 0
"659" "BATF" "TBXAS1" "Q16520" "P24557" 1 0
"660" "BATF" "TRIM2" "Q16520" "Q9C040" 1 0
"661" "BATF" "VOPP1" "Q16520" "Q96AW1" 1 0
"662" "BCL11A" "AMPD3" "D9YZV9" "Q01432" 1 0
"663" "BCL11A" "CACNA1E" "D9YZV9" "Q15878" 1 0
"664" "BCL11A" "CCDC88C" "D9YZV9" "B4DZB8" 1 0
"665" "BCL11A" "CDYL" "D9YZV9" "Q9Y232" 1 0
"666" "BCL11A" "CNTNAP2" "D9YZV9" "A0A090N7T7" 1 0
"667" "BCL11A" "DTNB" "D9YZV9" "B7Z6A9" 1 0
"668" "BCL11A" "ELMO1" "D9YZV9" "Q92556" 1 0
"669" "BCL11A" "EPHB1" "D9YZV9" "P54762" 1 0
"670" "BCL11A" "ETV6" "D9YZV9" "A0A0S2Z3C9" 1 0
"671" "BCL11A" "GDI2" "D9YZV9" "P50395" 1 0
"672" "BCL11A" "GPR15" "D9YZV9" "B2R8H6" 1 0
"673" "BCL11A" "IGF1R" "D9YZV9" "P08069" 1 0
"674" "BCL11A" "JARID2" "D9YZV9" "Q92833" 1 0
"675" "BCL11A" "KDM2B" "D9YZV9" "Q8NHM5" 1 0
"676" "BCL11A" "KLHL6" "D9YZV9" "Q8WZ60" 1 0
"677" "BCL11A" "LCP1" "D9YZV9" "A0A024RDT4" 1 0
"678" "BCL11A" "MAP3K8" "D9YZV9" "P41279" 1 0
"679" "BCL11A" "NFIC" "D9YZV9" "B7Z4T6" 1 0
"680" "BCL11A" "OBSCN" "D9YZV9" "Q5VST9" 1 0
"681" "BCL11A" "PARP15" "D9YZV9" "Q460N3" 1 0
"682" "BCL11A" "PAX5" "D9YZV9" "Q02548" 1 0
"683" "BCL11A" "PDE1C" "D9YZV9" "Q14123" 1 0
"684" "BCL11A" "PIK3AP1" "D9YZV9" "Q6ZUJ8" 1 0
"685" "BCL11A" "PPP2R5C" "D9YZV9" "Q13362" 1 0
"686" "BCL11A" "PRKCB" "D9YZV9" "P05771" 1 0
"687" "BCL11A" "RUNX3" "D9YZV9" "A0A024RAH4" 1 0
"688" "BCL11A" "SLC12A8" "D9YZV9" "A0AV02" 1 0
"689" "BCL11A" "SORL1" "D9YZV9" "A0A024R3H2" 1 0
"690" "BCL11A" "SP140" "D9YZV9" "B4DVW8" 1 0
"691" "BCL11A" "SYNE2" "D9YZV9" "Q8WXH0" 1 0
"692" "BCL11A" "TBC1D4" "D9YZV9" "O60343" 1 0
"693" "BCL11A" "TLE4" "D9YZV9" "Q04727" 1 0
"694" "BCL11A" "TRAK1" "D9YZV9" "A0A024R2M0" 1 0
"695" "BCL11A" "ZMIZ1" "D9YZV9" "A0JLS3" 1 0
"696" "BCL11A" "ZMYND8" "D9YZV9" "Q569J9" 1 0
"697" "BCL11A" "ZNF365" "D9YZV9" "Q70YC5" 1 0
"698" "BCL3" "MYB" "P20749" "P10242" 1 0
"699" "BCL3" "ARPC1B" "P20749" "A4D275" 1 0
"700" "BCL3" "BHLHE40" "P20749" "O14503" 1 0
"701" "BCL3" "CARHSP1" "P20749" "Q9Y2V2" 1 0
"702" "BCL3" "CCR7" "P20749" "P32248" 1 0
"703" "BCL3" "CIC" "P20749" "Q96RK0" 1 0
"704" "BCL3" "CMIP" "P20749" "Q8IY22" 1 0
"705" "BCL3" "CSNK1D" "P20749" "P48730" 1 0
"706" "BCL3" "ELF3" "P20749" "A0A024R974" 1 0
"707" "BCL3" "EPHA2" "P20749" "A0A024QZA8" 1 0
"708" "BCL3" "ETV6" "P20749" "A0A0S2Z3C9" 1 0
"709" "BCL3" "GNB2" "P20749" "P62879" 1 0
"710" "BCL3" "GPR3" "P20749" "F1DAM5" 1 0
"711" "BCL3" "GRAMD1A" "P20749" "Q96CP6" 1 0
"712" "BCL3" "IGFBP4" "P20749" "A0A024R1U8" 1 0
"713" "BCL3" "IRF1" "P20749" "P10914" 1 0
"714" "BCL3" "ITGA3" "P20749" "A0A140VJM0" 1 0
"715" "BCL3" "LDLR" "P20749" "A0A024R7D5" 1 0
"716" "BCL3" "LITAF" "P20749" "Q99732" 1 0
"717" "BCL3" "LPCAT1" "P20749" "Q8NF37" 1 0
"718" "BCL3" "MAP3K14" "P20749" "Q68D39" 1 0
"719" "BCL3" "MAP3K8" "P20749" "P41279" 1 0
"720" "BCL3" "MIDN" "P20749" "Q504T8" 1 0
"721" "BCL3" "NCOA7" "P20749" "B3KXK4" 1 0
"722" "BCL3" "NTMT1" "P20749" "A0A024R8E4" 1 0
"723" "BCL3" "PRR7" "P20749" "A0A024R7R8" 1 0
"724" "BCL3" "PTBP1" "P20749" "P26599" 1 0
"725" "BCL3" "PTMA" "P20749" "P06454" 1 0
"726" "BCL3" "RARA" "P20749" "P10276" 1 0
"727" "BCL3" "RUNX1" "P20749" "Q01196" 1 0
"728" "BCL3" "SBNO2" "P20749" "Q9Y2G9" 1 0
"729" "BCL3" "SEMA4B" "P20749" "J3KNP4" 1 0
"730" "BCL3" "SLAMF1" "P20749" "Q13291" 1 0
"731" "BCL3" "SLC7A5" "P20749" "Q01650" 1 0
"732" "BCL3" "STAT3" "P20749" "P40763" 1 0
"733" "BCL3" "TGIF1" "P20749" "Q15583" 1 0
"734" "BCL3" "TNFRSF1A" "P20749" "P19438" 1 0
"735" "BCL3" "TNS4" "P20749" "Q6PJP3" 1 0
"736" "BCL3" "TTYH3" "P20749" "A0A024R816" 1 0
"737" "BCL3" "VASP" "P20749" "A0A024R0V4" 1 0
"738" "BCL3" "VMP1" "P20749" "Q96GC9" 1 0
"739" "BCL6" "CCND2" "P41182" "P30279" 0 1
"740" "BCL6" "HDAC7" "P41182" "Q8WUI4" 0 1
"741" "BCL6" "IRF4" "P41182" "Q15306" 0 1
"742" "BCL6" "LITAF" "P41182" "Q99732" 0 1
"743" "BCL6" "PRDM1" "P41182" "O75626" 0 1
"744" "BCL6" "FOXO3" "P41182" "O43524" 0 1
"745" "BCL6" "AHRR" "P41182" "A9YTQ3" 0 1
"746" "BCL6" "ANK3" "P41182" "Q12955" 0 1
"747" "BCL6" "ARHGAP26" "P41182" "A0A0S2Z536" 0 1
"748" "BCL6" "ARID5B" "P41182" "Q14865" 0 1
"749" "BCL6" "BRD4" "P41182" "A0A024R7H8" 0 1
"750" "BCL6" "CABIN1" "P41182" "A0A024R1E5" 0 1
"751" "BCL6" "CBFA2T3" "P41182" "O75081" 0 1
"752" "BCL6" "CCND3" "P41182" "P30281" 0 1
"753" "BCL6" "CFLAR" "P41182" "A0A024R3Z7" 0 1
"754" "BCL6" "DENND3" "P41182" "A2RUS2" 0 1
"755" "BCL6" "DUSP22" "P41182" "Q9NRW4" 0 1
"756" "BCL6" "GFOD1" "P41182" "Q9NXC2" 0 1
"757" "BCL6" "GMDS" "P41182" "O60547" 0 1
"758" "BCL6" "GPCPD1" "P41182" "Q9NPB8" 0 1
"759" "BCL6" "HDAC4" "P41182" "P56524" 0 1
"760" "BCL6" "IL4R" "P41182" "P24394" 0 1
"761" "BCL6" "JADE1" "P41182" "Q6IE81" 0 1
"762" "BCL6" "LDLR" "P41182" "A0A024R7D5" 0 1
"763" "BCL6" "LPP" "P41182" "B7ZLW0" 0 1
"764" "BCL6" "MAP3K8" "P41182" "P41279" 0 1
"765" "BCL6" "MAPKAPK3" "P41182" "A0A024R2W7" 0 1
"766" "BCL6" "NCOA7" "P41182" "B3KXK4" 0 1
"767" "BCL6" "OSBPL10" "P41182" "Q9BXB5" 0 1
"768" "BCL6" "PLCG2" "P41182" "P16885" 0 1
"769" "BCL6" "RHOQ" "P41182" "P17081" 0 1
"770" "BCL6" "RNF213" "P41182" "A0A0A0MTR7" 0 1
"771" "BCL6" "SEMA4B" "P41182" "J3KNP4" 0 1
"772" "BCL6" "SLA" "P41182" "Q13239" 0 1
"773" "BCL6" "ST3GAL1" "P41182" "A0A024R9L6" 0 1
"774" "BCL6" "SYNE2" "P41182" "Q8WXH0" 0 1
"775" "BCL6" "SYPL1" "P41182" "A4D0R1" 0 1
"776" "BCL6" "TCF3" "P41182" "P15923" 0 1
"777" "BCL6" "TLE3" "P41182" "Q04726" 0 1
"778" "BCL6" "TNK2" "P41182" "Q07912" 0 1
"779" "BCL6" "TNS3" "P41182" "Q68CZ2" 0 1
"780" "BCL6" "TPM4" "P41182" "P67936" 0 1
"781" "BCL6" "UBALD2" "P41182" "Q8IYN6" 0 1
"782" "BCL6" "UMODL1" "P41182" "Q5DID0" 0 1
"783" "BCL6" "ZFAT" "P41182" "Q4KMQ4" 0 1
"784" "BHLHE22" "ADAM33" "B4DF88" "A2A2L3" 0 1
"785" "BHLHE22" "ADGRA2" "B4DF88" "Q6YN44" 0 1
"786" "BHLHE22" "AEBP1" "B4DF88" "Q8IUX7" 0 1
"787" "BHLHE22" "ALDH1A2" "B4DF88" "O94788" 0 1
"788" "BHLHE22" "AP3D1" "B4DF88" "O14617" 0 1
"789" "BHLHE22" "ARSB" "B4DF88" "A0A024RAJ9" 0 1
"790" "BHLHE22" "BAZ2A" "B4DF88" "F8VU39" 0 1
"791" "BHLHE22" "CDYL" "B4DF88" "Q9Y232" 0 1
"792" "BHLHE22" "ELF4" "B4DF88" "Q99607" 0 1
"793" "BHLHE22" "GAS7" "B4DF88" "O60861" 0 1
"794" "BHLHE22" "IGF1R" "B4DF88" "P08069" 0 1
"795" "BHLHE22" "KCNN3" "B4DF88" "A0A087WYJ0" 0 1
"796" "BHLHE22" "LSP1" "B4DF88" "P33241" 0 1
"797" "BHLHE22" "MYLK" "B4DF88" "Q05B97" 0 1
"798" "BHLHE22" "PACS1" "B4DF88" "A0A024R5H6" 0 1
"799" "BHLHE22" "PCDHGC3" "B4DF88" "Q9BR81" 0 1
"800" "BHLHE22" "PLCL2" "B4DF88" "Q9UPR0" 0 1
"801" "BHLHE22" "PTPRJ" "B4DF88" "Q12913" 0 1
"802" "BHLHE22" "SH3KBP1" "B4DF88" "Q96B97" 0 1
"803" "BHLHE22" "SPON2" "B4DF88" "Q9BUD6" 0 1
"804" "BHLHE22" "SYNE2" "B4DF88" "Q8WXH0" 0 1
"805" "BHLHE40" "NR4A1" "O14503" "P22736" 0 1
"806" "BHLHE40" "ABCC1" "O14503" "P33527" 0 1
"807" "BHLHE40" "ACAP3" "O14503" "Q8WTZ1" 0 1
"808" "BHLHE40" "ACTB" "O14503" "P60709" 0 1
"809" "BHLHE40" "ANKRD11" "O14503" "Q6UB99" 0 1
