source_genesymbol	target_genesymbol	from	to	consensus_stimulation	consensus_inhibition
HIF1A	CDKN1A	Q16665	A0A024RCX5	1	0
HIF1A	CDKN1B	Q16665	P46527	1	0
HIF1A	CEACAM5	Q16665	A0A024R0K5	1	0
HIF1A	CITED2	Q16665	D9ZGF1	1	0
HIF1A	COX4I1	Q16665	P13073	1	0
HIF1A	CP	Q16665	A5PL27	1	0
HIF1A	CXCL12	Q16665	P48061	1	0
HIF1A	CXCR4	Q16665	P61073	1	0
HIF1A	CYGB	Q16665	A0A1K0FUB6	1	0
HIF1A	DDIT4	Q16665	A0A024QZQ6	1	0
HIF1A	E2F3	Q16665	O00716	1	0
HIF1A	EDN1	Q16665	P05305	1	0
HIF1A	EGLN1	Q16665	Q9GZT9	1	0
HIF1A	EGLN3	Q16665	B3KVT0	1	0
HIF1A	ENG	Q16665	P17813	1	0
HIF1A	ENO1	Q16665	P06733	1	0
HIF1A	ENO2	Q16665	P09104	1	0
HIF1A	ERCC6	Q16665	Q03468	1	0
HIF1A	ERRFI1	Q16665	B3KTV8	1	0
HIF1A	ETS1	Q16665	P14921	1	0
HIF1A	FAM162A	Q16665	Q96A26	1	0
HIF1A	FECH	Q16665	P22830	1	0
HIF1A	FGF2	Q16665	A0A087WUF6	1	0
HIF1A	FHL1	Q16665	Q13642	1	0
HIF1A	FLT1	Q16665	P17948	1	0
HIF1A	FOXM1	Q16665	A0A0D9SFF0	1	0
HIF1A	FURIN	Q16665	A0A024RC70	1	0
HIF1A	GAPDH	Q16665	P04406	1	0
HIF1A	GBE1	Q16665	Q04446	1	0
HIF1A	GCK	Q16665	P35557	1	0
HIF1A	GFPT1	Q16665	Q06210	1	0
HIF1A	GPX3	Q16665	P22352	1	0
HIF1A	GRIN1	Q16665	Q05586	1	0
HIF1A	GYS1	Q16665	P13807	1	0
HIF1A	HEY1	Q16665	Q9Y5J3	1	0
HIF1A	HK1	Q16665	A8K7J7	1	0
HIF1A	HK2	Q16665	P52789	1	0
HIF1A	HMGCR	Q16665	A0A024RAP2	1	0
HIF1A	HMOX1	Q16665	P09601	1	0
HIF1A	HSP90B1	Q16665	P14625	1	0
HIF1A	HSPA1B	Q16665	A8K5I0	1	0
HIF1A	ID2	Q16665	Q02363	1	0
HIF1A	IL1B	Q16665	P01584	1	0
HIF1A	IL20	Q16665	Q9NYY1	1	0
HIF1A	ILK	Q16665	Q13418	1	0
HIF1A	ITGB1	Q16665	P05556	1	0
HIF1A	ITGB2	Q16665	P05107	1	0
HIF1A	KDM3A	Q16665	Q9Y4C1	1	0
HIF1A	KDM4B	Q16665	A0A0C4DFL8	1	0
HIF1A	KITLG	Q16665	A0A024RBC0	1	0
HIF1A	LDHA	Q16665	P00338	1	0
HIF1A	LEP	Q16665	A4D0Y8	1	0
HIF1A	LGALS1	Q16665	P09382	1	0
HIF1A	LOX	Q16665	B7ZAJ4	1	0
HIF1A	MCL1	Q16665	A0A087WT64	1	0
HIF1A	MET	Q16665	A0A024R759	1	0
HIF1A	MIF	Q16665	I4AY87	1	0
HIF1A	MMP14	Q16665	P50281	1	0
HIF1A	MUC1	Q16665	P15941	1	0
HIF1A	MUC5AC	Q16665	P98088	1	0
HIF1A	NAMPT	Q16665	A0A024R718	1	0
HIF1A	NOS2	Q16665	P35228	1	0
HIF1A	NOS3	Q16665	P29474	1	0
HIF1A	NPM1	Q16665	A0A140VJQ2	1	0
HIF1A	NR3C1	Q16665	F1D8N4	1	0
HIF1A	NR4A1	Q16665	P22736	1	0
HIF1A	NR4A3	Q16665	A0A024R168	1	0
HIF1A	NT5E	Q16665	P21589	1	0
HIF1A	NTN1	Q16665	O95631	1	0
HIF1A	PDK3	Q16665	Q15120	1	0
HIF1A	PFKFB3	Q16665	B7Z8A0	1	0
HIF1A	PFKFB4	Q16665	Q16877	1	0
HIF1A	PFKL	Q16665	P17858	1	0
HIF1A	PFKP	Q16665	Q01813	1	0
HIF1A	PGAM1	Q16665	B7Z9E5	1	0
HIF1A	PGK1	Q16665	P00558	1	0
HIF1A	PKM	Q16665	P14618	1	0
HIF1A	PLA2G4A	Q16665	B4DZI4	1	0
HIF1A	PLAUR	Q16665	Q03405	1	0
HIF1A	PMAIP1	Q16665	A0A0S2Z490	1	0
HIF1A	POLI	Q16665	Q9UNA4	1	0
HIF1A	PPIA	Q16665	P62937	1	0
HIF1A	PPP1R10	Q16665	Q2L6I0	1	0
HIF1A	PPP1R3C	Q16665	Q9UQK1	1	0
HIF1A	PPP5C	Q16665	A0A024R0Q7	1	0
HIF1A	PTGS2	Q16665	P35354	1	0
HIF1A	RNF7	Q16665	Q9UBF6	1	0
HIF1A	RORA	Q16665	A0A0C4DFP5	1	0
HIF1A	SERPINE1	Q16665	A0A024QYT5	1	0
HIF1A	SLC11A1	Q16665	A0A024R474	1	0
HIF1A	SLC16A4	Q16665	O15374	1	0
HIF1A	SLC2A1	Q16665	P11166	1	0
HIF1A	SOCS1	Q16665	O15524	1	0
HIF1A	SPHK1	Q16665	Q53ZR5	1	0
HIF1A	STC2	Q16665	O76061	1	0
HIF1A	TF	Q16665	A0PJA6	1	0
HIF1A	TFF3	Q16665	A0A0A6YYJ4	1	0
HIF1A	TFRC	Q16665	P02786	1	0
HIF1A	TGFB3	Q16665	P10600	1	0
HIF1A	TIMP1	Q16665	P01033	1	0
HIF1A	TLR2	Q16665	A0A0S2Z4S4	1	0
HIF1A	TLR4	Q16665	O00206	1	0
HIF1A	TLR6	Q16665	B2R933	1	0
HIF1A	TP53	Q16665	K7PPA8	1	0
HIF1A	TWIST1	Q16665	Q15672	1	0
HIF1A	VEGFA	Q16665	A0A087WUD8	1	0
HIF1A	VEGFB	Q16665	P49765	1	0
HIF1A	VHL	Q16665	A0A024R2F2	1	0
HIF1A	ZNF217	Q16665	O75362	1	0
HINFP	ABT1	Q9BQA5	A0A024R029	1	0
HINFP	ACBD5	Q9BQA5	B7Z2A7	1	0
HINFP	ATF7IP2	Q9BQA5	Q5U623	1	0
HINFP	C2CD2L	Q9BQA5	O14523	1	0
HINFP	CCDC9	Q9BQA5	B4DXW2	1	0
HINFP	CYB5R4	Q9BQA5	Q7L1T6	1	0
HINFP	GPN1	Q9BQA5	Q9HCN4	1	0
HINFP	MPZL1	Q9BQA5	O95297	1	0
HINFP	MRVI1	Q9BQA5	Q9Y6F6	1	0
HINFP	PPP1R9B	Q9BQA5	D3DTX6	1	0
HINFP	REEP5	Q9BQA5	Q00765	1	0
HINFP	RUNX1	Q9BQA5	Q01196	1	0
HINFP	SUN2	Q9BQA5	B4E2A6	1	0
HINFP	TBXAS1	Q9BQA5	P24557	1	0
HINFP	USP48	Q9BQA5	Q86UV5	1	0
HMBOX1	NCOA4	Q6NT76	Q13772	0	1
HMBOX1	PDE8A	Q6NT76	O60658	0	1
HMBOX1	ADCY10	Q6NT76	Q96PN6	0	1
HMBOX1	AMBRA1	Q6NT76	Q9C0C7	0	1
HMBOX1	ASPH	Q6NT76	Q12797	0	1
HMBOX1	CDKAL1	Q6NT76	Q5VV42	0	1
HMBOX1	CHD2	Q6NT76	O14647	0	1
HMBOX1	CYTH1	Q6NT76	Q15438	0	1
HMBOX1	FOXP1	Q6NT76	Q9H334	0	1
HMBOX1	KDM4C	Q6NT76	Q9H3R0	0	1
HMBOX1	KSR1	Q6NT76	Q8IVT5	0	1
HMBOX1	PDE7A	Q6NT76	Q13946	0	1
HMBOX1	PEAK1	Q6NT76	Q9H792	0	1
HMBOX1	PHF21A	Q6NT76	Q96BD5	0	1
HMBOX1	RBM39	Q6NT76	Q14498	0	1
HMBOX1	RBPJ	Q6NT76	Q06330	0	1
HMBOX1	REV3L	Q6NT76	O60673	0	1
HMBOX1	RICTOR	Q6NT76	Q6R327	0	1
HMBOX1	SMAD3	Q6NT76	P84022	0	1
HMBOX1	SPIDR	Q6NT76	Q14159	0	1
HMBOX1	STK17B	Q6NT76	O94768	0	1
HMBOX1	TNRC6B	Q6NT76	A0A024R1N5	0	1
HMBOX1	TXNRD1	Q6NT76	Q16881	0	1
HMBOX1	VPS13D	Q6NT76	Q5THJ4	0	1
HMBOX1	ZNRF1	Q6NT76	Q8ND25	0	1
HNF1A	AKR1C4	E0YMI7	P17516	1	0
HNF1A	ALB	E0YMI7	P02768	1	0
HNF1A	CDH17	E0YMI7	Q12864	1	0
HNF1A	CYP3A4	E0YMI7	P08684	1	0
HNF1A	HNF4A	E0YMI7	F1D8T1	1	0
HNF1A	IGF1	E0YMI7	P05019	1	0
HNF1A	MTTP	E0YMI7	P55157	1	0
HNF1A	PROC	E0YMI7	P04070	0	1
HNF1A	SLC22A9	E0YMI7	Q8IVM8	1	0
HNF1A	UGT1A1	E0YMI7	P22309	1	0
HNF1A	UGT1A10	E0YMI7	Q5DT02	1	0
HNF1A	UGT1A6	E0YMI7	P19224	1	0
HNF1A	UGT1A8	E0YMI7	Q5DSZ6	1	0
HNF1A	UGT2B17	E0YMI7	O75795	1	0
HNF1A	UGT2B7	E0YMI7	P16662	1	0
HNF1B	WDR72	P35680	A0A087WTC3	1	0
HNF1B	ACSL5	P35680	Q9ULC5	1	0
HNF1B	AKR1C3	P35680	A0A0A0MSS8	1	0
HNF1B	ANXA10	P35680	Q9UJ72	1	0
HNF1B	ARHGAP24	P35680	Q8N264	1	0
HNF1B	ARHGEF28	P35680	Q8N1W1	1	0
HNF1B	ATP6AP1L	P35680	A0A024RAQ7	1	0
HNF1B	B3GALT5	P35680	Q9Y2C3	1	0
HNF1B	BMPR1B	P35680	O00238	1	0
HNF1B	CNKSR3	P35680	Q6P9H4	1	0
HNF1B	EHF	P35680	Q9NZC4	1	0
HNF1B	EPS8	P35680	B4E3T6	1	0
HNF1B	FXYD2	P35680	P54710	1	0
HNF1B	GLIS3	P35680	Q1PHJ8	1	0
HNF1B	GPR160	P35680	Q9UJ42	1	0
HNF1B	GPR39	P35680	O43194	1	0
HNF1B	HDAC4	P35680	P56524	1	0
HNF1B	KCNIP4	P35680	Q6PIL6	1	0
HNF1B	LPP	P35680	B7ZLW0	1	0
HNF1B	LYRM1	P35680	A0A024R3C2	1	0
HNF1B	MAL2	P35680	A0A024R9E4	1	0
HNF1B	MYO16	P35680	F8W883	1	0
HNF1B	NRXN1	P35680	Q9ULB1	1	0
HNF1B	PARD3	P35680	Q8TEW0	1	0
HNF1B	PHEX	P35680	B4DWG8	1	0
HNF1B	PLEKHG3	P35680	A1L390	1	0
HNF1B	PTP4A1	P35680	A0A024R8J2	1	0
HNF1B	SH3KBP1	P35680	Q96B97	1	0
HNF1B	SPINK1	P35680	P00995	1	0
HNF1B	TM4SF4	P35680	P48230	1	0
HNF1B	TMCO5A	P35680	Q8N6Q1	1	0
HNF1B	VEPH1	P35680	Q14D04	1	0
HNF1B	ZNF438	P35680	Q7Z4V0	1	0
HNF4A	ABCC2	F1D8T1	Q92887	1	0
HNF4A	ABCC6	F1D8T1	O95255	1	0
HNF4A	ABCG5	F1D8T1	Q9H222	0	1
HNF4A	ACAT2	F1D8T1	Q9BWD1	1	0
HNF4A	ADAMTS1	F1D8T1	B2RB33	1	0
HNF4A	AKR1C4	F1D8T1	P17516	1	0
HNF4A	ALDH6A1	F1D8T1	Q02252	1	0
HNF4A	ALDOB	F1D8T1	A0A024R145	1	0
HNF4A	ANK3	F1D8T1	Q12955	1	0
HNF4A	APOA1	F1D8T1	A0A024R3E3	1	0
HNF4A	APOB	F1D8T1	P04114	1	0
HNF4A	BPHL	F1D8T1	A0A024QZY0	1	0
HNF4A	C3	F1D8T1	B4DR57	1	0
HNF4A	CDKN1A	F1D8T1	A0A024RCX5	1	0
HNF4A	CEACAM1	F1D8T1	P13688	1	0
HNF4A	CEBPA	F1D8T1	P49715	1	0
HNF4A	CLDN4	F1D8T1	O14493	1	0
HNF4A	CYP26A1	F1D8T1	O43174	1	0
HNF4A	CYP27A1	F1D8T1	Q02318	1	0
HNF4A	CYP2B6	F1D8T1	P20813	1	0
HNF4A	CYP2C8	F1D8T1	P10632	1	0
HNF4A	CYP2C9	F1D8T1	P11712	1	0
HNF4A	CYP2D6	F1D8T1	C1ID52	1	0
HNF4A	CYP3A4	F1D8T1	P08684	1	0
HNF4A	CYP8B1	F1D8T1	Q9UNU6	1	0
HNF4A	DSC2	F1D8T1	Q02487	1	0
HNF4A	EBP	F1D8T1	A0A024QYX0	1	0
HNF4A	EFHD1	F1D8T1	Q9BUP0	1	0
HNF4A	EPHX1	F1D8T1	P07099	1	0
HNF4A	EPHX2	F1D8T1	P34913	1	0
HNF4A	EPS15L1	F1D8T1	Q9UBC2	1	0
HNF4A	G6PC3	F1D8T1	Q9BUM1	1	0
HNF4A	GFER	F1D8T1	P55789	0	1
HNF4A	GHR	F1D8T1	P10912	1	0
HNF4A	GPR39	F1D8T1	O43194	1	0
HNF4A	GUCY2C	F1D8T1	P25092	1	0
HNF4A	HNF1A	F1D8T1	E0YMI7	1	0
HNF4A	LDLR	F1D8T1	A0A024R7D5	1	0
HNF4A	LIPC	F1D8T1	A6H8L5	1	0
HNF4A	MME	F1D8T1	P08473	1	0
HNF4A	MYC	F1D8T1	A0A087WVR4	1	0
HNF4A	NELL2	F1D8T1	B7Z625	1	0
HNF4A	NPC1L1	F1D8T1	A0A0C4DFX6	1	0
HNF4A	NR1I2	F1D8T1	O75469	1	0
HNF4A	PCK2	F1D8T1	A0A0A0MS74	1	0
HNF4A	PCSK9	F1D8T1	Q8NBP7	1	0
HNF4A	PKLR	F1D8T1	P30613	1	0
HNF4A	PPARA	F1D8T1	F1D8S4	1	0
HNF4A	PROS1	F1D8T1	A0A0S2Z4K3	1	0
HNF4A	PRPF3	F1D8T1	O43395	1	0
HNF4A	RNASE2	F1D8T1	P10153	1	0
HNF4A	SERPINA1	F1D8T1	E9KL23	1	0
HNF4A	SERPINC1	F1D8T1	A0A024R944	1	0
HNF4A	SHBG	F1D8T1	B0FWH2	1	0
HNF4A	SULT2A1	F1D8T1	A8K015	1	0
HNF4A	TASP1	F1D8T1	Q9H6P5	1	0
HNF4A	TBP	F1D8T1	P20226	1	0
HNF4A	TCF7L2	F1D8T1	Q9NQB0	1	0
HNF4A	TGFA	F1D8T1	P01135	1	0
HNF4A	UGT1A6	F1D8T1	P19224	1	0
HNF4A	UGT2B7	F1D8T1	P16662	1	0
HNF4G	AKR1C4	Q14541	P17516	1	0
HNF4G	CYP2D6	Q14541	C1ID52	1	0
HNF4G	SERPINA1	Q14541	E9KL23	1	0
HNF4G	SHBG	Q14541	B0FWH2	1	0
HNF4G	DOK4	Q14541	H3BQ19	1	0
HNF4G	WWC1	Q14541	Q8IX03	1	0
HNF4G	ABAT	Q14541	P80404	1	0
HNF4G	ABLIM1	Q14541	O14639	1	0
HNF4G	ACOT7	Q14541	O00154	1	0
HNF4G	AGXT	Q14541	P21549	1	0
HNF4G	ALDH1A1	Q14541	P00352	1	0
HNF4G	ALDH2	Q14541	P05091	1	0
HNF4G	ALDH3B1	Q14541	A0A024R5D8	1	0
HNF4G	ATP11A	Q14541	P98196	1	0
HNF4G	ATP8B1	Q14541	O43520	1	0
HNF4G	BCAS3	Q14541	Q9H6U6	1	0
HNF4G	BCOR	Q14541	Q6W2J9	1	0
HNF4G	CD99	Q14541	P14209	1	0
HNF4G	CPQ	Q14541	A0A024R9B8	1	0
HNF4G	DUSP9	Q14541	Q6P9C2	1	0
HNF4G	EHF	Q14541	Q9NZC4	1	0
HNF4G	ERBB3	Q14541	P21860	1	0
HNF4G	FLNB	Q14541	O75369	1	0
HNF4G	GRAMD4	Q14541	Q6IC98	1	0
HNF4G	HNF1A	Q14541	E0YMI7	1	0
HNF4G	HNF1B	Q14541	P35680	1	0
HNF4G	HPCAL1	Q14541	O75544	1	0
HNF4G	HSD17B2	Q14541	P37059	1	0
HNF4G	IQGAP2	Q14541	B7Z7U6	1	0
HNF4G	KCNAB2	Q14541	A0A024R4E3	1	0
HNF4G	KDM6B	Q14541	O15054	1	0
HNF4G	MYLK	Q14541	Q05B97	1	0
HNF4G	MYO18A	Q14541	Q92614	1	0
HNF4G	NCOA4	Q14541	Q13772	1	0
HNF4G	NEDD4L	Q14541	A0A024R2A4	1	0
HNF4G	PLEC	Q14541	Q15149	1	0
HNF4G	RAB11FIP4	Q14541	Q86YS3	1	0
HNF4G	RBM47	Q14541	A0AV96	1	0
HNF4G	RGS3	Q14541	A0A024R831	1	0
HNF4G	RNF43	Q14541	Q68DV7	1	0
HNF4G	RREB1	Q14541	A0A024QZU8	1	0
HNF4G	SEC14L1	Q14541	A5PLM6	1	0
HNF4G	SLCO2B1	Q14541	O94956	1	0
HNF4G	SORBS1	Q14541	Q9BX66	1	0
HNF4G	SPATS2L	Q14541	A0A024R3V0	1	0
HNF4G	SPHK1	Q14541	Q53ZR5	1	0
HNF4G	STK24	Q14541	Q5U0E6	1	0
HNF4G	TACC2	Q14541	B2RWP4	1	0
HNF4G	TMEM37	Q14541	Q8WXS4	1	0
HNF4G	TMPRSS2	Q14541	O15393	1	0
HNF4G	VAMP5	Q14541	O95183	1	0
HNF4G	WNK2	Q14541	Q9Y3S1	1	0
HSF1	BAG3	Q00613	O95817	0	1
HSF1	HSPA1A	Q00613	A8K5I0	1	0
HSF1	HSPA1B	Q00613	A8K5I0	1	0
HSF1	HSPA4	Q00613	P34932	1	0
HSF1	NAT1	Q00613	P18440	1	0
HSF1	HPCAL1	Q00613	O75544	1	0
HSF1	HSPA6	Q00613	B3KSM6	1	0
HSF1	MKNK2	Q00613	Q9HBH9	1	0
HSF1	NADK	Q00613	A0A024R058	1	0
HSF1	STIP1	Q00613	P31948	1	0
HSF1	UBB	Q00613	P0CG47	1	0
IKZF1	ARHGAP18	Q13422	Q8N392	1	0
IKZF1	ARID1A	Q13422	O14497	1	0
IKZF1	ATP8B4	Q13422	Q6PG43	1	0
IKZF1	CDYL	Q13422	Q9Y232	1	0
IKZF1	CHST11	Q13422	Q9NPF2	1	0
IKZF1	DOCK11	Q13422	Q5JSL3	1	0
IKZF1	ELF4	Q13422	Q99607	1	0
IKZF1	ERC1	Q13422	G8JLD3	1	0
IKZF1	FAM49B	Q13422	A0A024R9G4	1	0
IKZF1	GRAP2	Q13422	O75791	1	0
IKZF1	IL10RA	Q13422	Q13651	1	0
IKZF1	IQGAP2	Q13422	B7Z7U6	1	0
IKZF1	ITPR1	Q13422	B4DER3	1	0
IKZF1	KCNAB2	Q13422	A0A024R4E3	1	0
IKZF1	KDM2B	Q13422	Q8NHM5	1	0
IKZF1	LYN	Q13422	P07948	1	0
IKZF1	MAD1L1	Q13422	Q9Y6D9	1	0
IKZF1	NABP1	Q13422	Q96AH0	1	0
IKZF1	NEK6	Q13422	Q9HC98	1	0
IKZF1	OSBPL3	Q13422	Q9H4L5	1	0
IKZF1	PIK3AP1	Q13422	Q6ZUJ8	1	0
IKZF1	PIP4K2A	Q13422	P48426	1	0
IKZF1	PLB1	Q13422	B2RWP8	1	0
IKZF1	PREX1	Q13422	Q8TCU6	1	0
IKZF1	PRKCB	Q13422	P05771	1	0
IKZF1	PTK2B	Q13422	Q14289	1	0
IKZF1	PTPRJ	Q13422	Q12913	1	0
IKZF1	SAMSN1	Q13422	Q9NSI8	1	0
IKZF1	SMAP2	Q13422	Q8WU79	1	0
IKZF1	SMOX	Q13422	Q9NWM0	1	0
IKZF1	ST6GAL1	Q13422	P15907	1	0
IKZF1	STK10	Q13422	O94804	1	0
IKZF1	SUSD1	Q13422	Q6UWL2	1	0
IKZF1	TET3	Q13422	O43151	1	0
IKZF1	TNFAIP8	Q13422	O95379	1	0
IKZF1	TRIB3	Q13422	Q96RU7	1	0
IKZF1	WNT5B	Q13422	Q9H1J7	1	0
IKZF1	ZEB2	Q13422	O60315	1	0
IKZF1	ZFYVE28	Q13422	Q9HCC9	1	0
IRF1	CASP7	P10914	P55210	1	0
IRF1	CCL5	P10914	D0EI67	1	0
IRF1	CD40	P10914	A0A0S2Z3C7	1	0
IRF1	CDK2	P10914	B4DDL9	0	1
IRF1	CEACAM1	P10914	P13688	1	0
IRF1	CIITA	P10914	A0A0B4J1S1	1	0
IRF1	CXCL10	P10914	A0A024RDA4	1	0
IRF1	CYBB	P10914	A0A0S2Z3S6	1	0
IRF1	DDX58	P10914	O95786	1	0
IRF1	DST	P10914	B4DSS9	0	1
IRF1	EIF2AK2	P10914	P19525	1	0
IRF1	FOXP3	P10914	Q9BZS1	0	1
IRF1	HLA-A	P10914	P30443	1	0
IRF1	HLA-G	P10914	P17693	1	0
IRF1	IFIT3	P10914	O14879	1	0
IRF1	IL10	P10914	P22301	1	0
IRF1	IL12A	P10914	O60595	1	0
IRF1	IL12B	P10914	P29460	1	0
IRF1	IL15	P10914	P40933	1	0
IRF1	IL27	P10914	Q8NEV9	1	0
IRF1	IL4	P10914	D4HNR6	1	0
IRF1	IL5	P10914	P05113	1	0
IRF1	IRF2	P10914	P14316	1	0
IRF1	OGN	P10914	A8K0R3	1	0
IRF1	PSMB9	P10914	A0A1U9X8D7	1	0
IRF1	SOCS1	P10914	O15524	1	0
IRF1	TAP1	P10914	A0A0S2Z5A6	1	0
IRF1	TNFSF10	P10914	P50591	1	0
IRF1	TP53	P10914	K7PPA8	1	0
IRF2	CIITA	P14316	A0A0B4J1S1	1	0
IRF2	TAP1	P14316	A0A0S2Z5A6	1	0
IRF2	ADAR	P14316	P55265	1	0
IRF2	APOL3	P14316	A0A024R1G6	1	0
IRF2	CASP7	P14316	P55210	1	0
IRF2	CASP8	P14316	A0A024R3Z8	1	0
IRF2	NMI	P14316	Q13287	1	0
IRF2	NR3C1	P14316	F1D8N4	1	0
IRF2	AFF1	P14316	P51825	1	0
IRF2	APOL2	P14316	A0A024R1M8	1	0
IRF2	ARID1B	P14316	Q8NFD5	1	0
IRF2	ATF1	P14316	P18846	1	0
IRF2	BBC3	P14316	Q96PG8	1	0
IRF2	BTN3A1	P14316	O00481	1	0
IRF2	BTN3A3	P14316	O00478	1	0
IRF2	CEACAM1	P14316	P13688	1	0
IRF2	CEP128	P14316	Q6ZU80	1	0
IRF2	DDX3X	P14316	O00571	1	0
IRF2	DPYSL2	P14316	A0A1C7CYX9	1	0
IRF2	FAM111A	P14316	A0A024R4Z3	1	0
IRF2	FAM13A	P14316	O94988	1	0
IRF2	FANCA	P14316	O15360	1	0
IRF2	FLT3LG	P14316	B7ZLY4	1	0
IRF2	FMR1	P14316	Q06787	1	0
IRF2	FOXP1	P14316	Q9H334	1	0
IRF2	GAB1	P14316	Q13480	1	0
IRF2	GALK2	P14316	Q01415	1	0
IRF2	GPBP1L1	P14316	Q9HC44	1	0
IRF2	HNRNPF	P14316	A0A024R7T3	1	0
IRF2	HOXB3	P14316	P14651	1	0
IRF2	IFIT3	P14316	O14879	1	0
IRF2	IKZF4	P14316	Q9H2S9	1	0
IRF2	IL15RA	P14316	Q13261	1	0
IRF2	IL1R1	P14316	P14778	1	0
IRF2	IL4	P14316	D4HNR6	1	0
IRF2	ING1	P14316	Q9UK53	1	0
IRF2	ISG15	P14316	P05161	1	0
IRF2	KLHL8	P14316	B3KY78	1	0
IRF2	MAX	P14316	P61244	1	0
IRF2	MDK	P14316	P21741	1	0
IRF2	MICB	P14316	B4DUT9	1	0
IRF2	NFE2L2	P14316	Q16236	1	0
IRF2	NFIC	P14316	B7Z4T6	1	0
IRF2	NFIX	P14316	B4DHW2	1	0
IRF2	NOD1	P14316	A0A024RA73	1	0
IRF2	NUB1	P14316	H3BM74	1	0
IRF2	PARP14	P14316	Q460N5	1	0
IRF2	PATL1	P14316	Q86TB9	1	0
IRF2	PER1	P14316	O15534	1	0
IRF2	PNRC2	P14316	A0A024RAC2	1	0
IRF2	PRKD2	P14316	Q9BZL6	1	0
IRF2	PRPSAP1	P14316	B4DP31	1	0
IRF2	PTMA	P14316	P06454	1	0
IRF2	PTPN12	P14316	B4E105	1	0
IRF2	RNF111	P14316	Q6ZNA4	1	0
IRF2	SEMA4B	P14316	J3KNP4	1	0
IRF2	SEMA4C	P14316	Q9C0C4	1	0
IRF2	SLC25A22	P14316	Q9H936	1	0
IRF2	SOCS1	P14316	O15524	1	0
IRF2	SP140L	P14316	U5Y3L1	1	0
IRF2	SRBD1	P14316	Q8N5C6	1	0
IRF2	ST6GAL1	P14316	P15907	1	0
IRF2	TGIF1	P14316	Q15583	1	0
IRF2	UBE2D3	P14316	D6RAH7	1	0
IRF2	UBE2L6	P14316	O14933	1	0
IRF2	UBR2	P14316	Q8IWV8	1	0
IRF2	WDR74	P14316	Q6RFH5	1	0
IRF2	ZC3HAV1	P14316	Q7Z2W4	1	0
IRF2	ZEB2	P14316	O60315	1	0
IRF2	ZFP36	P14316	M0QY76	1	0
IRF2	ZNF250	P14316	B3KNS9	1	0
IRF2	ZNF566	P14316	Q969W8	1	0
IRF2	ZNF93	P14316	P35789	1	0
IRF3	CXCL10	Q14653	A0A024RDA4	1	0
IRF3	IRF7	Q14653	Q92985	1	0
IRF3	PURA	Q14653	Q00577	0	1
IRF3	ABCA7	Q14653	B3KUJ3	1	0
IRF3	APOBEC3D	Q14653	B2CML4	1	0
IRF3	APOBEC3F	Q14653	Q8IUX4	1	0
IRF3	ABCB9	Q14653	Q9NP78	1	0
IRF3	ABHD2	Q14653	A0A024RC89	1	0
IRF3	AKAP8L	Q14653	Q9ULX6	1	0
IRF3	ANKRD23	Q14653	Q86SG2	1	0
IRF3	APOBEC3C	Q14653	Q9NRW3	1	0
IRF3	APOBEC3G	Q14653	Q9HC16	1	0
IRF3	ARL16	Q14653	Q0P5N6	1	0
IRF3	BABAM1	Q14653	A0A024R7L2	1	0
IRF3	BCAS3	Q14653	Q9H6U6	1	0
IRF3	BST2	Q14653	A0A024R7H5	1	0
IRF3	CCDC61	Q14653	Q9Y6R9	1	0
IRF3	CCL5	Q14653	D0EI67	1	0
IRF3	CDCA3	Q14653	J3KMY0	1	0
IRF3	CLK3	Q14653	B3KRI8	1	0
IRF3	CNOT3	Q14653	A0A024R4R3	1	0
IRF3	CNPY3	Q14653	Q9BT09	1	0
IRF3	CREB3L4	Q14653	Q8TEY5	1	0
IRF3	CYTH2	Q14653	Q99418	1	0
IRF3	DCAF15	Q14653	Q66K64	1	0
IRF3	DDX39A	Q14653	O00148	1	0
IRF3	ERCC2	Q14653	P18074	1	0
IRF3	FBXO24	Q14653	O75426	1	0
IRF3	FOXK2	Q14653	Q01167	1	0
IRF3	GLCCI1	Q14653	Q86VQ1	1	0
IRF3	GPR108	Q14653	Q9NPR9	1	0
IRF3	GTF3C5	Q14653	Q9Y5Q8	1	0
IRF3	GTPBP6	Q14653	H0Y2S1	1	0
IRF3	HGS	Q14653	A0A0S2Z4R4	1	0
IRF3	IFNL1	Q14653	Q8IU54	1	0
IRF3	KCNAB2	Q14653	A0A024R4E3	1	0
IRF3	KIAA0895L	Q14653	Q68EN5	1	0
IRF3	LMBR1L	Q14653	A0A024R0Z6	1	0
IRF3	LRRC45	Q14653	Q96CN5	1	0
IRF3	MED24	Q14653	O75448	1	0
IRF3	MVD	Q14653	P53602	1	0
IRF3	NARF	Q14653	Q9UHQ1	1	0
IRF3	NUBP2	Q14653	B7Z6P0	1	0
IRF3	PABPN1	Q14653	Q86U42	1	0
IRF3	PHPT1	Q14653	Q9NRX4	1	0
IRF3	RAB11B	Q14653	Q15907	1	0
IRF3	RAB4B	Q14653	A0A024R0K8	1	0
IRF3	RFX1	Q14653	P22670	1	0
IRF3	RHPN1	Q14653	Q8TCX5	1	0
IRF3	RPL18A	Q14653	Q02543	1	0
IRF3	SHARPIN	Q14653	Q6PJD5	1	0
IRF3	SLC25A28	Q14653	Q96A46	1	0
IRF3	TCF3	Q14653	P15923	1	0
IRF3	TMEM160	Q14653	Q9NX00	1	0
