,B.cell_control,CTL_control,MC_control,MoD.Ma_control,moDC_control,NKT_control,NKT.p_control,nrMa_control,pDC_control,rMa_control,Treg_control
RP11-288I21.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SLC25A34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FBLIM1,3.9489046563858925,2.11303631986121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.304696764694789
RP11-169K16.9,2.8995036866297466,3.1130363198612088,5.488884201458341,4.408129129936669,NaN,NaN,1.3491104739863211,4.193551564958565,7.126630897272264,NaN,3.839389547041947
SPEN,7.274049870333615,7.34976624174236,NaN,7.242597906917471,NaN,NaN,4.972827167368344,5.9345187732410425,5.726997425074969,5.169770062514268,7.288432615215769
ZBTB17,NaN,4.367542116419113,NaN,NaN,NaN,NaN,NaN,6.175227791218542,NaN,1.094125419379523,4.810083094869446
CLCNKB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FAM131C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EPHA2,NaN,NaN,NaN,NaN,NaN,NaN,6.258464834576958,6.110591876702933,NaN,1.094125419379523,NaN
RP11-276H7.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-276H7.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ARHGEF19,2.221986600214439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C1orf134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RSG1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FBXO42,2.9705485277544845,5.35817297757224,4.366942706528799,5.233820654252601,NaN,NaN,1.3491104739863211,2.641024420040411,7.126630897272264,0.9664325159347108,5.6198706977077855
SZRD1,5.8093450807687725,6.413716643055719,4.488884201458341,5.233820654252601,NaN,8.671825305633394,5.812431441030833,6.135267021771911,NaN,1.094125419379523,6.1124976033732485
SPATA21,NaN,NaN,4.366942706528799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NECAP2,5.452699274735221,4.426433712698975,5.429201434433086,NaN,NaN,NaN,6.2825268396829115,6.329337563793702,NaN,7.463406258856235,5.266470055517772
RP4-798A10.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.459004644094309,NaN,NaN,NaN
RP4-798A10.7,4.2343294769637385,NaN,4.488884201458341,NaN,NaN,NaN,NaN,NaN,7.126630897272264,NaN,NaN
NBPF1,NaN,2.165402036358708,4.488884201458341,NaN,NaN,NaN,2.121003210239777,2.1665026631401663,NaN,0.9664325159347108,NaN
CROCCP2,4.657489137264032,5.613344184019808,4.488884201458341,NaN,NaN,NaN,NaN,5.270421873230396,NaN,NaN,4.434460398542969
CROCC,NaN,4.535441833529412,NaN,NaN,NaN,NaN,2.048740466838966,NaN,NaN,NaN,4.742273776783059
RP11-108M9.4,NaN,NaN,NaN,NaN,NaN,NaN,1.484290238951402,3.138097657691962,NaN,3.248617699818993,2.3728788108652283
RP11-108M9.6,4.16222134679338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6710356391775143
ATP13A2,4.846244643790553,3.904697093028169,5.429201434433086,NaN,NaN,NaN,2.5916072238468786,NaN,NaN,NaN,3.2640966203267894
SDHB,5.678836230731253,4.100538294623594,4.488884201458341,7.156769346390542,NaN,NaN,7.522943275873374,6.614478913544591,NaN,4.8438212765804085,4.288774149708973
PADI2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.182229765365362,NaN,NaN,NaN
RP11-380J14.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PADI1,NaN,NaN,NaN,NaN,NaN,NaN,3.8249851826658876,NaN,NaN,NaN,2.897650930711056
PADI3,NaN,NaN,NaN,NaN,NaN,NaN,2.3419983461758305,NaN,NaN,NaN,NaN
PADI4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RCC2,6.902308171269243,5.762166630396078,6.88313611974638,7.20285424175783,NaN,NaN,7.226794736503706,4.973017959243173,NaN,3.553367877055986,6.0931118247641205
ARHGEF10L,NaN,NaN,NaN,NaN,NaN,NaN,1.3491104739863211,7.268637996860685,NaN,NaN,NaN
PAX7,NaN,NaN,NaN,NaN,NaN,NaN,5.758633268892551,NaN,NaN,NaN,NaN
ALDH4A1,NaN,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,2.569581973067152,NaN,1.9042780777266748,NaN
IFFO2,NaN,2.504714170629035,NaN,NaN,NaN,NaN,1.3491104739863211,NaN,NaN,NaN,NaN
UBR4,6.1671358357034185,6.088558664374903,6.738890869464044,6.543735723592851,NaN,NaN,6.108521143846246,6.24560809329459,NaN,0.9664325159347108,5.2905531944312365
RP1-43E13.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.129860210407711
EMC1,4.750830098364617,6.442251349320261,6.1924475858692745,NaN,NaN,NaN,3.3419983461758274,NaN,NaN,3.206495268767016,5.822800690011115
MRTO4,4.405627575399428,5.651790264583215,NaN,NaN,NaN,NaN,2.3419983461758305,4.539579301697026,NaN,4.876201391537377,3.2918960851295678
AKR7A3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AKR7A2,3.674434512256531,3.3241156107097893,NaN,NaN,NaN,NaN,5.748031960201857,3.3003795587243587,NaN,6.554578307330218,4.7604347787864185
PQLC2,1.8892893221366074,2.1781428701787604,NaN,NaN,NaN,NaN,NaN,1.0046442892385439,NaN,NaN,2.1972691044678423
CAPZB,8.405216518862765,8.192019287187161,7.782957486869092,6.818783154973758,NaN,8.671825305633394,6.920848198320483,8.72795803210226,5.726997425074969,7.548701454125148,7.27508805570832
MINOS1-NBL1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MINOS1,7.006492751534121,7.168880429934573,8.058230805171938,7.20285424175783,NaN,NaN,8.230879457937034,7.114477541075537,NaN,7.735940245614668,6.514414580412545
NBL1,NaN,3.970555449443357,NaN,NaN,NaN,NaN,2.418283061707927,NaN,NaN,NaN,4.386635244951754
TMCO4,5.14554786664499,4.556639181308307,4.366942706528799,NaN,NaN,NaN,4.452483047366059,1.1754488219163417,NaN,NaN,3.301941583108804
OTUD3,1.8892893221366074,4.655842374962147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.583563631310779
PLA2G2A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PLA2G2D,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PLA2G2F,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PLA2G2C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UBXN10-AS1,NaN,NaN,4.488884201458341,NaN,NaN,NaN,NaN,1.0579832751281777,NaN,NaN,2.3179661287349407
UBXN10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CAMK2N1,NaN,NaN,5.663318997329682,NaN,NaN,NaN,NaN,7.646310858404238,NaN,NaN,NaN
MUL1,3.8062504618016297,3.5799197691069855,NaN,4.456088442728701,NaN,NaN,NaN,4.0086357989366155,NaN,1.094125419379523,2.711511497738458
FAM43B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CDA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.303724945450468,NaN,NaN,NaN
PINK1,2.837325900515159,3.9439301833726685,5.488884201458341,NaN,NaN,NaN,4.9585728429407885,NaN,NaN,NaN,3.0616615078897937
PINK1-AS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DDOST,4.927788282071002,5.513860972742441,8.010510107653664,NaN,NaN,NaN,5.659393337810175,4.542539964023686,NaN,7.725618369891955,5.647059145149147
HP1BP3,6.5770395990252055,7.531163481112198,7.817549163587629,4.456088442728701,NaN,8.671825305633394,6.493341896435525,6.271607766295143,7.3119599257961285,5.6517987793626805,7.67051832708128
RP5-930J4.4,NaN,NaN,NaN,4.456088442728701,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EIF4G3,6.321242756532044,6.297404713650927,7.390124325017923,4.456088442728701,NaN,NaN,2.141676924552575,5.3451819989039375,7.126630897272264,3.206495268767016,6.184063777049737
ECE1,5.032650060913045,4.073961531086441,5.3669427065288025,7.409750430094162,NaN,NaN,5.743418741402285,3.710603310186706,NaN,3.3364628385809687,3.9353796933067113
RP5-1071N3.1,NaN,2.504714170629035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NBPF3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0086357989366155,NaN,NaN,2.782347395954412
ALPL,NaN,NaN,NaN,NaN,NaN,NaN,2.048740466838966,NaN,NaN,NaN,NaN
RP11-63N8.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RAP1GAP,NaN,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,NaN
USP48,7.4174805194607245,6.672398335430966,7.417494558466752,4.456088442728701,NaN,NaN,3.8804528779931977,5.147525319222058,7.126630897272264,2.2064952687670143,6.201083332033912
HSPG2,NaN,NaN,6.551004028276354,NaN,NaN,NaN,5.783272883499869,NaN,NaN,NaN,NaN
LINC00339,NaN,NaN,6.156092635306795,NaN,NaN,NaN,NaN,NaN,NaN,3.518866419796057,2.2060957962347967
CDC42,8.408695787920571,8.302982187231574,8.026011954673717,8.16514839056395,10.868173488035662,8.671825305633394,8.579597400205746,9.210282718618323,NaN,8.81929236824528,8.230377398339476
RP1-224A6.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.839059165168198,NaN,NaN,NaN
WNT4,NaN,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,NaN
ZBTB40,5.361112216027807,5.832335162332968,4.488884201458341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.382972793539169
C1QA,NaN,NaN,NaN,NaN,10.868173488035662,NaN,NaN,7.620467619584288,NaN,6.779125267459977,NaN
C1QC,NaN,NaN,NaN,NaN,10.868173488035662,NaN,NaN,2.1754488219163415,NaN,6.779125267459977,NaN
C1QB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.60764009989772,NaN,7.271046925885174,NaN
EPHB2,NaN,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,2.487556662247448,NaN,NaN,NaN
KDM1A,3.6555935510188866,5.183579380962096,NaN,NaN,NaN,NaN,6.734327795711301,3.4875566622474454,7.126630897272264,NaN,5.660111992238335
LUZP1,1.4835410151091604,5.418598557371906,6.073846702179497,5.896739750858078,NaN,NaN,1.3491104739863211,5.694021696612328,6.726997425074977,3.002322300457647,5.143531382913379
RP5-1057J7.6,5.186831106720654,4.765982029138473,5.663318997329682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HNRNPR,7.399186220182555,7.376280348842195,5.9618223185096655,6.261075573280101,NaN,NaN,8.705719560423118,5.485215241760236,6.726997425074977,4.272830695163965,7.599595264870167
ZNF436,2.9269311232612716,2.6330763510214825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C1orf213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.129860210407711
TCEA3,NaN,NaN,NaN,NaN,NaN,NaN,4.354379286100948,NaN,NaN,1.094125419379523,NaN
ASAP3,NaN,NaN,NaN,NaN,NaN,NaN,3.826662735228031,NaN,NaN,NaN,NaN
E2F2,NaN,NaN,NaN,4.408129129936669,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,NaN
ID3,7.275005074349049,5.449347405883283,NaN,NaN,NaN,NaN,NaN,6.278491042425502,NaN,6.359912868283251,5.833884696167871
RPL11,12.213562037912872,11.227310574503795,11.994845384320337,12.22534273835683,13.190101582923026,13.338527018196785,12.051334568774442,11.299663602591119,10.882355879420542,12.701159260691735,11.48086131368308
TCEB3,4.844504656175991,3.777353396697441,5.429201434433086,NaN,NaN,NaN,4.665304230964259,4.728132392238441,NaN,4.977436178702705,4.882530169616312
RP5-886K2.3,NaN,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,NaN
PITHD1,4.87283641645588,3.8996002180124205,7.282331705257959,NaN,NaN,NaN,2.635791505280431,2.6253843207268917,NaN,5.08438813496441,5.860957349566568
LYPLA2,6.154912876808098,6.247313018638699,4.366942706528799,5.626361810315451,NaN,NaN,2.4012376757942535,2.6253843207268917,NaN,2.543887772619839,4.990555906020378
GALE,2.221986600214439,NaN,NaN,4.035520039427065,NaN,NaN,4.754895629635479,NaN,NaN,2.5553380432875903,3.7115114977384573
HMGCL,NaN,3.3355511543440093,NaN,NaN,NaN,NaN,4.223147207286847,3.828019603944392,NaN,1.9042780777266748,3.6901759183995093
FUCA1,NaN,3.781805281138415,6.522728167832974,NaN,NaN,NaN,0.8993277382302456,6.387767439587139,NaN,NaN,3.7115114977384573
CNR2,3.49915716462059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PNRC2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SRSF10,6.8480851571182875,7.2307560859803175,4.366942706528799,5.626361810315451,NaN,NaN,5.953509647696288,4.870355679974788,7.940607694894714,3.706700151308533,6.9268426086455275
MYOM3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IL22RA1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IFNLR1,3.378685306884112,3.98438825268994,NaN,NaN,NaN,NaN,NaN,NaN,5.726997425074969,NaN,3.0616615078897937
GRHL3,NaN,NaN,NaN,NaN,NaN,NaN,4.452483047366059,NaN,NaN,NaN,NaN
STPG1,3.484517638762552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3728788108652283
NIPAL3,5.299741557080527,5.902845555447845,5.429201434433086,NaN,NaN,NaN,3.9169287839681473,2.057983275128181,NaN,NaN,6.039874801579384
RCAN3,3.5703984386720657,6.871245248394912,NaN,NaN,NaN,NaN,4.998752624973528,3.1697471594558952,NaN,0.9664325159347108,6.311536662926233
RP4-594I10.3,NaN,3.2346010430898873,NaN,5.626361810315451,NaN,NaN,2.048740466838966,NaN,NaN,NaN,NaN
NCMAP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SRRM1,8.042893259465608,8.401891148801147,7.196567303148362,8.050109290271529,NaN,NaN,8.301299978273818,8.265291416487822,7.726997425074971,6.847608717796005,8.39493484871667
CLIC4,4.914440337002512,NaN,NaN,5.261075573280103,NaN,NaN,2.3419983461758305,5.06726356717812,NaN,4.876095831566818,NaN
RUNX3,8.77142743853723,8.942688934935155,7.701599706622036,9.298864949997036,NaN,NaN,NaN,6.690239935832349,5.726997425074969,7.058559355476322,8.400843954494098
RP11-84D1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-84D1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SYF2,6.445514576480092,7.022405972911604,7.829141016107295,6.247512474177253,NaN,8.671825305633394,6.8559959897820555,7.0000755462181825,8.222269295255414,6.947338321513611,6.940579363237006
C1orf63,8.208072954206404,8.329186701727677,7.962520412082355,8.053733098807761,NaN,NaN,3.974805214584838,7.821935117317669,8.457821131009716,3.6377935083661286,7.729030948576741
RP3-465N24.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1665026631401663,NaN,NaN,NaN
RHD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TMEM50A,6.952740343030466,7.754782887594267,7.770986984149612,6.768551371969218,NaN,NaN,7.587570723142824,8.712295007527182,7.5902799519119535,5.0054038492744075,8.030673644399345
RHCE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TMEM57,5.22828427443001,5.01614723499423,5.951905207249958,NaN,NaN,NaN,2.121003210239777,3.2310471075933997,NaN,6.243350914753784,6.288673386203521
LDLRAP1,NaN,2.6117553466077,NaN,NaN,NaN,NaN,3.24923801636585,NaN,NaN,NaN,5.311080991182469
RP11-70P17.1,NaN,NaN,NaN,NaN,NaN,NaN,2.048740466838966,NaN,NaN,NaN,NaN
MAN1C1,NaN,2.5281570363431385,4.366942706528799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.939170120159558
RP1-187B23.1,NaN,3.830453140866856,4.366942706528799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1972691044678423
SEPN1,2.2986159586599104,NaN,NaN,NaN,NaN,NaN,5.687133424762715,4.39530115765537,NaN,NaN,4.109771592301849
RP1-317E23.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1280932842335245
MTFR1L,3.528929943508368,3.70423895233295,4.488884201458341,NaN,10.868173488035662,NaN,NaN,3.1632782109202324,NaN,0.9664325159347108,3.9798948233676903
AUNIP,NaN,NaN,NaN,NaN,NaN,NaN,5.758633268892551,NaN,NaN,NaN,NaN
RP1-125I3.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.459004644094309,NaN,NaN,NaN
PAQR7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STMN1,NaN,5.206980853910322,6.398407887160275,NaN,NaN,NaN,9.36984189703412,3.228361924477781,8.590279951911958,4.931920832795802,4.254487056971388
PAFAH2,NaN,3.928394232512393,6.0343337733695,NaN,NaN,NaN,NaN,4.0086357989366155,NaN,NaN,NaN
PDIK1L,3.470010565177851,3.934429231082316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9664325159347108,4.6755291652110955
ZNF593,5.735876581233904,4.092985581122479,4.488884201458341,4.035520039427065,NaN,NaN,6.235704970305059,4.963892581756479,NaN,6.600650461534222,5.244945642583069
CNKSR1,NaN,NaN,NaN,NaN,NaN,NaN,6.405416930652168,NaN,NaN,NaN,NaN
CEP85,NaN,2.7815039902427054,NaN,NaN,NaN,9.671825305633394,NaN,NaN,NaN,2.2064952687670143,NaN
SH3BGRL3,9.73424491548636,10.274940889849582,10.77919635118294,11.257520309318174,NaN,11.671825305633392,7.128910141401954,10.659106612719318,9.896922426517284,10.04258177189543,10.099897551586368
UBXN11,4.853123374095324,3.4774620935212623,NaN,5.233820654252601,NaN,NaN,0.8993277382302456,5.533373525201681,NaN,2.2895450895757077,3.1192909686975256
CD52,10.994476894754795,10.549693102278255,7.645758101671197,9.340008250636107,NaN,11.736894710314273,NaN,8.967083783934061,8.31195992579613,8.102806275650499,10.48531632186626
AIM1L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ZNF683,NaN,7.93276893953703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.535869939187825
LIN28A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DHDDS,5.615520696848236,6.270765286379822,NaN,NaN,NaN,NaN,2.141676924552575,3.830519614402691,5.726997425074969,2.2064952687670143,4.436960117525636
RP3-476K8.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HMGN2,7.869220856239601,7.813002752569426,7.967400933009515,7.488687294284759,NaN,9.671825305633394,9.31561782495317,7.868720651417628,7.940607694894714,7.793424670947066,7.4297680470014695
RPS6KA1,5.572758983762675,5.277203111951592,6.9618223185096655,NaN,NaN,NaN,2.793946000330077,4.445714138156041,NaN,4.256238482275409,4.427736725158876
ARID1A,6.547970522808325,6.122332368750344,4.366942706528799,4.408129129936669,NaN,NaN,7.0563708093943225,5.233005637987138,NaN,5.303283386637089,5.622584206753926
PIGV,NaN,NaN,NaN,NaN,NaN,NaN,4.507927374248317,NaN,NaN,NaN,NaN
ZDHHC18,4.109915246186528,3.718671013373227,4.366942706528799,4.456088442728701,NaN,NaN,NaN,2.839059165168198,NaN,1.9042780777266748,3.301941583108804
SFN,NaN,NaN,NaN,NaN,NaN,NaN,8.051306779365975,NaN,NaN,NaN,NaN
GPN2,3.825083467946256,2.116035167379691,NaN,NaN,NaN,NaN,2.837490832060897,3.508939411535266,NaN,4.056011180520447,5.176573945284917
GPATCH3,3.4767230984617226,NaN,NaN,NaN,NaN,NaN,4.821502115350802,2.2794028197494436,5.726997425074969,NaN,NaN
NUDC,6.388227785345615,6.318914227048031,5.429201434433086,4.035520039427065,NaN,NaN,5.29399720013378,6.078315366049,NaN,3.745950928715545,5.9207775743352
C1orf172,NaN,NaN,NaN,NaN,NaN,NaN,3.100310815086675,NaN,NaN,NaN,2.2060957962347967
TRNP1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.931920832795802,NaN
FAM46B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SLC9A1,NaN,4.036940247949521,4.366942706528799,NaN,NaN,NaN,1.799148802812601,2.9511723469247038,NaN,NaN,3.168382143030689
WDTC1,3.0183518951907216,4.224805654620273,NaN,NaN,NaN,NaN,NaN,3.610235713187987,NaN,2.715790029976403,4.364742272806
TMEM222,4.610445185590599,4.185537695009298,NaN,NaN,NaN,NaN,-0.10067226176975268,3.0116385706218196,NaN,NaN,5.473472298746422
SYTL1,5.4369299437845005,3.383839384260293,NaN,NaN,NaN,NaN,5.690183068499303,NaN,NaN,3.4041180153702744,4.275819914821859
MAP3K6,2.9269311232612716,4.010203305929363,NaN,4.035520039427065,NaN,NaN,-0.10067226176975268,3.003313129561098,NaN,NaN,3.918452719071738
FCN3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CD164L2,NaN,NaN,NaN,NaN,NaN,NaN,4.609675696913671,NaN,NaN,2.2895450895757077,NaN
GPR3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WASF2,5.710489647076471,6.592351915971417,6.97785330114854,5.432308065261825,NaN,NaN,6.592798485661229,8.076488257196436,6.726997425074977,3.767355052082218,6.338662302599574
RP1-159A19.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AHDC1,5.184268394448846,4.374632147988361,NaN,NaN,NaN,NaN,NaN,1.0579832751281777,NaN,1.9042780777266748,3.0270868234812216
FGR,3.3099120653666905,2.11303631986121,4.366942706528799,6.845397583046095,NaN,NaN,NaN,7.051163639265308,NaN,5.408087107362427,NaN
IFI6,NaN,5.929081939395097,5.3669427065288025,NaN,10.868173488035662,NaN,5.942993201840143,5.537756572614373,NaN,NaN,5.3766183875973965
FAM76A,4.837012565940433,5.704289650451369,NaN,NaN,NaN,NaN,-0.10067226176975268,3.862983819999848,5.726997425074969,2.2895450895757077,5.576580555405761
STX12,5.751998348329514,5.6370058627024395,7.200760707737457,4.035520039427065,NaN,NaN,6.915055557843361,6.343243734322598,NaN,3.12173916447392,6.461023503036772
PPP1R8,NaN,5.103465646380612,NaN,NaN,NaN,NaN,4.541970837775281,3.758068221732981,5.726997425074969,2.5513950166558668,4.177998198675688
THEMIS2,5.137473464079492,3.320848866885795,NaN,5.456088442728701,NaN,NaN,NaN,6.850875936577974,8.590279951911958,5.670286839004201,5.159145654631146
RPA2,5.869322015972741,5.507588567665168,6.156092635306795,NaN,NaN,NaN,4.712803112477591,5.55449369999499,NaN,4.845565770989615,5.522452625235489
XKR8,1.8892893221366074,4.729628695566363,NaN,NaN,NaN,NaN,3.121003210239777,NaN,NaN,2.2064952687670143,3.458822208711306
EYA3,5.506593890328768,4.0615780201165625,NaN,4.408129129936669,NaN,NaN,NaN,3.0691693195207774,NaN,0.9664325159347108,4.047195694504501
PTAFR,4.750830098364617,NaN,6.429201434433088,NaN,NaN,NaN,1.3491104739863211,5.870931261819601,NaN,5.098800442909742,NaN
DNAJC8,6.74526627662891,7.250457298091105,6.551004028276354,7.431881489718391,NaN,NaN,7.2445324783122445,6.603782222953904,5.726997425074969,7.438688365177183,7.7891435420031305
ATPIF1,7.102992913744564,7.200575235565204,8.185518597192106,4.456088442728701,NaN,8.671825305633394,8.905583641381796,6.200900717315088,NaN,8.535580771147004,7.292072976695262
RP5-1092A3.4,3.9861535910861567,3.800988566660945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP5-1092A3.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SESN2,NaN,4.697168550169949,NaN,5.432308065261825,NaN,NaN,0.8993277382302456,1.0046442892385439,NaN,0.9664325159347108,3.5099639195771624
MED18,NaN,3.98438825268994,NaN,5.626361810315451,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,2.9369389075624266
PHACTR4,6.1060427581243975,6.171892857811965,6.0343337733695,5.432308065261825,NaN,NaN,5.556553888835781,4.746413441329272,NaN,1.966432515934711,6.6552724556006995
RCC1,4.245722015976844,NaN,5.3669427065288025,NaN,NaN,NaN,4.455075491982582,NaN,NaN,NaN,2.2060957962347967
TRNAU1AP,4.9393446008462485,5.137514546807256,4.488884201458341,NaN,NaN,NaN,3.401237675794256,6.339309146483217,7.126630897272264,4.931920832795802,5.126338540538812
SNHG12,5.9285166626491,6.444665090222847,4.366942706528799,5.035520039427065,NaN,NaN,0.8993277382302456,3.5911737623532773,7.3119599257961285,NaN,6.285728670684382
TAF12,NaN,4.509951316236773,4.488884201458341,NaN,NaN,NaN,5.758633268892551,4.742313162482338,NaN,1.9042780777266748,5.89187606382423
RAB42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RNU11,2.9705485277544845,3.448196063065969,NaN,6.896739750858078,NaN,NaN,NaN,4.304255330676403,5.726997425074969,NaN,4.684891316686853
GMEB1,4.653022734629531,5.534231468915093,4.488884201458341,NaN,NaN,NaN,NaN,6.096555139450434,7.5902799519119535,0.9664325159347108,4.888367556590074
YTHDF2,6.078855841792779,5.584743819399785,7.637950217826588,4.408129129936669,10.868173488035662,8.916153516937488,5.6498936560325586,5.9732866285697925,5.726997425074969,3.3408016311802435,6.942163807851993
EPB41,6.338703217965935,7.299258912194122,NaN,NaN,NaN,NaN,NaN,3.3613506980632524,5.726997425074969,2.2895450895757077,7.2349207782972265
TMEM200B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SRSF4,5.721666667593355,5.994957421136115,NaN,4.456088442728701,NaN,NaN,6.128587219429591,5.725625507111183,NaN,2.715790029976403,6.149803758601652
RP11-242O24.5,NaN,2.2235085371218193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MECR,4.817070707728283,NaN,5.663318997329682,NaN,NaN,NaN,4.555816385892864,2.574355732571798,NaN,5.475856065256903,NaN
PTPRU,NaN,NaN,NaN,NaN,NaN,NaN,6.410097719648528,NaN,NaN,NaN,NaN
MATN1-AS1,NaN,2.165402036358708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.051997284787554
LAPTM5,9.47930008636416,8.621681553720563,9.719458681959047,8.623473695429857,10.868173488035662,8.671825305633394,NaN,9.634027710916698,8.222269295255414,9.030742236094062,8.411343162804865
SDC3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2794028197494436,NaN,NaN,NaN
