ligand	receptor	ligand_cell_source	ligand_dir	target_cell_counts	receptor_cell_target
CXCL8	ACKR1	imm_enterocytes_2	upreg	14	CD8_Trm,CD8_Trm_cyto,DC2,IgA_plasma,IgG_plasma,IgM_plasma,Tcyto,Treg,Trm,Trm_Th17,mem_Bcell,naive_Bcell,plasmablast,resident_macrophage
CXCL8	ADRA2A	imm_enterocytes_2	upreg	2	CD8_Trm_cyto,resident_macrophage
CXCL8	CCR1	imm_enterocytes_2	upreg	16	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,Tcyto,Tmem,Trm,Trm_Th17,activated_Tcell,inf_macrophage,mem_Bcell,plasmablast,resident_macrophage
CXCL8	CCR10	imm_enterocytes_2	upreg	15	CD8_Trm,CD8_Trm_cyto,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tmem,Treg,Trm,activated_Tcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CXCL8	CCR2	imm_enterocytes_2	upreg	16	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,Tcyto,Treg,Trm,Trm_Th17,inf_macrophage,mem_Bcell,plasmablast,resident_macrophage
CXCL8	CCR3	imm_enterocytes_2	upreg	6	DC1,DC2,IgA_plasma,Tcyto,Trm,mem_Bcell
CXCL8	CCR4	imm_enterocytes_2	upreg	20	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CXCL8	CCR5	imm_enterocytes_2	upreg	20	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,plasmablast,resident_macrophage
CXCL8	CCR6	imm_enterocytes_2	upreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CXCL8	CCR7	imm_enterocytes_2	upreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CXCL8	CCR8	imm_enterocytes_2	upreg	4	CD8_Trm,TFH_like,Treg,activated_Tcell
CXCL8	CCR9	imm_enterocytes_2	upreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CXCL8	CD79A	imm_enterocytes_2	upreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CXCL8	CDH5	imm_enterocytes_2	upreg	15	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgG_plasma,TFH_like,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
CXCL8	CX3CR1	imm_enterocytes_2	upreg	8	DC1,DC2,ILC1,IgA_plasma,IgM_plasma,Tcyto,Treg,resident_macrophage
CXCL8	CXCR1	imm_enterocytes_2	upreg	1	CD8_Trm_cyto
CXCL8	CXCR2	imm_enterocytes_2	upreg	13	CD8_Trm,DC1,DC2,ILC1,ILC3,IgA_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,naive_Bcell,resident_macrophage
CXCL8	CXCR3	imm_enterocytes_2	upreg	21	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CXCL8	CXCR4	imm_enterocytes_2	upreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CXCL8	CXCR5	imm_enterocytes_2	upreg	18	CD8_Trm,CD8_Trm_cyto,DC2,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast
CXCL8	CXCR6	imm_enterocytes_2	upreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CXCL8	GRM7	imm_enterocytes_2	upreg	14	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,Tcyto,Treg,Trm,gd_Tcell,mem_Bcell,naive_Bcell,resident_macrophage
CXCL8	ITGAM	imm_enterocytes_2	upreg	19	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,resident_macrophage
CXCL8	LPAR2	imm_enterocytes_2	upreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CXCL8	SDC1	imm_enterocytes_2	upreg	14	CD8_Trm,DC2,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Trm,Trm_Th17,activated_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CXCL8	SDC3	imm_enterocytes_2	upreg	13	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,Tmem,Trm,activated_Tcell,inf_macrophage,naive_Bcell,plasmablast,resident_macrophage
CXCL8	XCR1	imm_enterocytes_2	upreg	7	DC1,IgA_plasma,IgG_plasma,IgM_plasma,Trm,naive_Bcell,resident_macrophage
DSC2	DSG2	imm_enterocytes_2	downreg	16	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Trm,Trm_Th17,activated_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
EDN1	ADCY9	imm_enterocytes_2	upreg	18	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Trm,Trm_Th17,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
EDN1	ADGRL4	imm_enterocytes_2	upreg	15	CD8_Trm,CD8_Trm_cyto,DC1,ILC1,ILC3,IgA_plasma,IgG_plasma,Treg,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Bcell,plasmablast,resident_macrophage
EDN1	AKT1	imm_enterocytes_2	upreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
EDN1	AR	imm_enterocytes_2	upreg	5	CD8_Trm_cyto,IgA_plasma,Trm,activated_Tcell,mem_Bcell
EDN1	CYSLTR1	imm_enterocytes_2	upreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
EDN1	CYSLTR2	imm_enterocytes_2	upreg	19	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,TFH_like,Tcyto,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
EDN1	EDNRA	imm_enterocytes_2	upreg	2	CD8_Trm_cyto,Trm
EDN1	EDNRB	imm_enterocytes_2	upreg	11	CD8_Trm,DC1,DC2,ILC3,IgA_plasma,IgM_plasma,TFH_like,Trm,Trm_Th17,activated_Tcell,resident_macrophage
EDN1	KEL	imm_enterocytes_2	upreg	1	activated_Tcell
EDN1	MCAM	imm_enterocytes_2	upreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
EDN1	NPR3	imm_enterocytes_2	upreg	1	IgA_plasma
EDN2	EDNRA	imm_enterocytes_2	upreg	2	CD8_Trm_cyto,Trm
EDN2	EDNRB	imm_enterocytes_2	upreg	11	CD8_Trm,DC1,DC2,ILC3,IgA_plasma,IgM_plasma,TFH_like,Trm,Trm_Th17,activated_Tcell,resident_macrophage
EDN2	KEL	imm_enterocytes_2	upreg	1	activated_Tcell
EFNA1	AATK	imm_enterocytes_2	upreg	14	CD8_Trm,ILC1,ILC3,IgA_plasma,IgG_plasma,TFH_like,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,naive_Tcell,resident_macrophage
EFNA1	ALK	imm_enterocytes_2	upreg	1	Trm
EFNA1	AXL	imm_enterocytes_2	upreg	18	CD8_Trm,DC1,DC2,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tmem,Trm,Trm_Th17,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
EFNA1	CSF1R	imm_enterocytes_2	upreg	14	CD8_Trm,CD8_Trm_cyto,DC1,DC2,IgA_plasma,IgM_plasma,TFH_like,Trm,gd_Tcell,inf_macrophage,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
EFNA1	DDR2	imm_enterocytes_2	upreg	17	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,Tcyto,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
EFNA1	EPHA10	imm_enterocytes_2	upreg	4	CD8_Trm,IgA_plasma,Trm,plasmablast
EFNA1	FLT3	imm_enterocytes_2	upreg	16	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Treg,Trm,activated_Tcell,mem_Bcell,plasmablast,resident_macrophage
EFNA1	INSR	imm_enterocytes_2	upreg	21	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
EFNA1	LMTK2	imm_enterocytes_2	upreg	21	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
EFNA1	LTK	imm_enterocytes_2	upreg	12	CD8_Trm,CD8_Trm_cyto,DC2,IgA_plasma,IgG_plasma,IgM_plasma,Tmem,Trm,Trm_Th17,mem_Bcell,plasmablast,resident_macrophage
EFNA1	MERTK	imm_enterocytes_2	upreg	18	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Trm,Trm_Th17,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
EFNA1	MET	imm_enterocytes_2	upreg	7	CD8_Trm,DC2,ILC1,IgA_plasma,IgG_plasma,IgM_plasma,Trm
EFNA1	MST1R	imm_enterocytes_2	upreg	5	CD8_Trm,IgA_plasma,naive_Tcell,plasmablast,resident_macrophage
EFNA1	MUSK	imm_enterocytes_2	upreg	1	Trm
EFNA1	NTRK1	imm_enterocytes_2	upreg	9	CD8_Trm,ILC1,IgA_plasma,Treg,Trm,Trm_Th17,activated_Tcell,mast_cell,resident_macrophage
EFNA1	NTRK2	imm_enterocytes_2	upreg	9	CD8_Trm,DC2,ILC3,IgA_plasma,TFH_like,Treg,Trm,Trm_Th17,activated_Tcell
EFNA1	NTRK3	imm_enterocytes_2	upreg	7	CD8_Trm,DC2,IgA_plasma,TFH_like,Treg,Trm_Th17,resident_macrophage
EFNA1	PDGFRA	imm_enterocytes_2	upreg	10	CD8_Trm,DC2,ILC3,IgA_plasma,Trm,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,resident_macrophage
EFNA1	PDGFRB	imm_enterocytes_2	upreg	13	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,Tcyto,Trm,gd_Tcell,mast_cell,naive_Bcell,naive_Tcell,resident_macrophage
EFNA1	PTK7	imm_enterocytes_2	upreg	18	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,TFH_like,Treg,Trm,Trm_Th17,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
EFNA1	RET	imm_enterocytes_2	upreg	5	DC2,IgA_plasma,Trm,mast_cell,resident_macrophage
EFNA1	ROR1	imm_enterocytes_2	upreg	5	IgA_plasma,IgM_plasma,Trm,mem_Bcell,naive_Bcell
EFNA1	ROR2	imm_enterocytes_2	upreg	6	CD8_Trm_cyto,IgA_plasma,Treg,mem_Bcell,naive_Bcell,resident_macrophage
EFNA1	RYK	imm_enterocytes_2	upreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
EFNA1	TIE1	imm_enterocytes_2	upreg	19	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,TFH_like,Tcyto,Treg,Trm,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
EFNA1	TYRO3	imm_enterocytes_2	upreg	19	CD8_Trm,CD8_Trm_cyto,DC2,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
FAM3C	CLEC2D	imm_enterocytes_2	downreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
GRN	SORT1	imm_enterocytes_2	downreg	16	CD8_Trm,DC1,DC2,ILC1,ILC3,IgA_plasma,IgM_plasma,TFH_like,Tcyto,Trm,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
HLA-A	APLP2	imm_enterocytes_2	downreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
HLA-A	CD3D	imm_enterocytes_2	downreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
HLA-A	CD3G	imm_enterocytes_2	downreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
HLA-A	IL2RA	imm_enterocytes_2	downreg	21	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
HLA-A	IL2RB	imm_enterocytes_2	downreg	21	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
HLA-A	IL2RG	imm_enterocytes_2	downreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
HLA-A	KIR2DL1	imm_enterocytes_2	downreg	5	CD8_Trm,ILC1,IgA_plasma,Tcyto,gd_Tcell
HLA-A	KIR2DL3	imm_enterocytes_2	downreg	6	CD8_Trm,ILC1,IgA_plasma,Tcyto,Trm,gd_Tcell
HLA-A	KIR2DL4	imm_enterocytes_2	downreg	11	CD8_Trm,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,Trm,activated_Tcell,gd_Tcell,naive_Bcell,resident_macrophage
HLA-A	KIR3DL1	imm_enterocytes_2	downreg	2	ILC1,gd_Tcell
HLA-A	KIR3DL2	imm_enterocytes_2	downreg	11	CD8_Trm,DC1,ILC1,ILC3,IgA_plasma,Tcyto,Treg,Trm,Trm_Th17,gd_Tcell,naive_Tcell
HLA-A	KIR3DL3	imm_enterocytes_2	downreg	4	CD8_Trm,ILC1,IgA_plasma,gd_Tcell
HLA-A	KLRC1	imm_enterocytes_2	downreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
HLA-A	KLRC2	imm_enterocytes_2	downreg	18	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Tcell,plasmablast,resident_macrophage
HLA-A	KLRC3	imm_enterocytes_2	downreg	8	CD8_Trm,CD8_Trm_cyto,ILC1,ILC3,IgA_plasma,Tcyto,Trm,gd_Tcell
HLA-A	KLRC4	imm_enterocytes_2	downreg	16	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgM_plasma,Tcyto,Tmem,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast
HLA-A	LILRB2	imm_enterocytes_2	downreg	11	CD8_Trm,DC1,DC2,ILC3,IgA_plasma,gd_Tcell,inf_macrophage,mast_cell,naive_Bcell,plasmablast,resident_macrophage
HLA-B	CANX	imm_enterocytes_2	downreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
HLA-B	CD3D	imm_enterocytes_2	downreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
HLA-B	CD3G	imm_enterocytes_2	downreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
HLA-B	KIR2DL1	imm_enterocytes_2	downreg	5	CD8_Trm,ILC1,IgA_plasma,Tcyto,gd_Tcell
HLA-B	KIR2DL3	imm_enterocytes_2	downreg	6	CD8_Trm,ILC1,IgA_plasma,Tcyto,Trm,gd_Tcell
HLA-B	KIR2DL4	imm_enterocytes_2	downreg	11	CD8_Trm,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,Trm,activated_Tcell,gd_Tcell,naive_Bcell,resident_macrophage
HLA-B	KIR3DL1	imm_enterocytes_2	downreg	2	ILC1,gd_Tcell
HLA-B	KIR3DL2	imm_enterocytes_2	downreg	11	CD8_Trm,DC1,ILC1,ILC3,IgA_plasma,Tcyto,Treg,Trm,Trm_Th17,gd_Tcell,naive_Tcell
HLA-B	KIR3DL3	imm_enterocytes_2	downreg	4	CD8_Trm,ILC1,IgA_plasma,gd_Tcell
HLA-B	KLRC1	imm_enterocytes_2	downreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
HLA-B	KLRC2	imm_enterocytes_2	downreg	18	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Tcell,plasmablast,resident_macrophage
HLA-B	KLRC3	imm_enterocytes_2	downreg	8	CD8_Trm,CD8_Trm_cyto,ILC1,ILC3,IgA_plasma,Tcyto,Trm,gd_Tcell
HLA-B	KLRC4	imm_enterocytes_2	downreg	16	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgM_plasma,Tcyto,Tmem,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast
HLA-B	LILRB2	imm_enterocytes_2	downreg	11	CD8_Trm,DC1,DC2,ILC3,IgA_plasma,gd_Tcell,inf_macrophage,mast_cell,naive_Bcell,plasmablast,resident_macrophage
HLA-C	CD3D	imm_enterocytes_2	downreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
HLA-C	CD3G	imm_enterocytes_2	downreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
HLA-C	KIR2DL1	imm_enterocytes_2	downreg	5	CD8_Trm,ILC1,IgA_plasma,Tcyto,gd_Tcell
HLA-C	KIR2DL3	imm_enterocytes_2	downreg	6	CD8_Trm,ILC1,IgA_plasma,Tcyto,Trm,gd_Tcell
HLA-C	KIR2DL4	imm_enterocytes_2	downreg	11	CD8_Trm,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,Trm,activated_Tcell,gd_Tcell,naive_Bcell,resident_macrophage
HLA-C	KIR3DL1	imm_enterocytes_2	downreg	2	ILC1,gd_Tcell
HLA-C	KIR3DL2	imm_enterocytes_2	downreg	11	CD8_Trm,DC1,ILC1,ILC3,IgA_plasma,Tcyto,Treg,Trm,Trm_Th17,gd_Tcell,naive_Tcell
HLA-C	KIR3DL3	imm_enterocytes_2	downreg	4	CD8_Trm,ILC1,IgA_plasma,gd_Tcell
HLA-C	KLRC1	imm_enterocytes_2	downreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
HLA-C	KLRC2	imm_enterocytes_2	downreg	18	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Tcell,plasmablast,resident_macrophage
HLA-C	KLRC3	imm_enterocytes_2	downreg	8	CD8_Trm,CD8_Trm_cyto,ILC1,ILC3,IgA_plasma,Tcyto,Trm,gd_Tcell
HLA-C	KLRC4	imm_enterocytes_2	downreg	16	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgM_plasma,Tcyto,Tmem,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast
HLA-C	LILRB2	imm_enterocytes_2	downreg	11	CD8_Trm,DC1,DC2,ILC3,IgA_plasma,gd_Tcell,inf_macrophage,mast_cell,naive_Bcell,plasmablast,resident_macrophage
HSP90B1	AR	imm_enterocytes_2	downreg	5	CD8_Trm_cyto,IgA_plasma,Trm,activated_Tcell,mem_Bcell
