ligand	receptor	ligand_cell_source	ligand_dir	target_cell_counts	receptor_cell_target
HSP90B1	ASGR1	imm_enterocytes_2	downreg	21	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tmem,Treg,Trm,Trm_Th17,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
HSP90B1	LRP1	imm_enterocytes_2	downreg	17	CD8_Trm,CD8_Trm_cyto,DC2,ILC3,IgA_plasma,IgM_plasma,TFH_like,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
HSP90B1	TLR1	imm_enterocytes_2	downreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
HSP90B1	TLR2	imm_enterocytes_2	downreg	15	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgG_plasma,Tcyto,Trm,Trm_Th17,inf_macrophage,mem_Bcell,naive_Bcell,plasmablast,resident_macrophage
HSP90B1	TLR4	imm_enterocytes_2	downreg	8	CD8_Trm,DC2,ILC3,IgA_plasma,inf_macrophage,mast_cell,mem_Bcell,resident_macrophage
HSP90B1	TLR7	imm_enterocytes_2	downreg	21	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
ICAM1	CAV1	cycling_ta	upreg	21	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
ICAM1	CAV1	imm_enterocytes_2	upreg	21	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
ICAM1	CDH5	cycling_ta	upreg	15	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgG_plasma,TFH_like,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
ICAM1	CDH5	imm_enterocytes_2	upreg	15	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgG_plasma,TFH_like,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
ICAM1	IL2RA	cycling_ta	upreg	21	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
ICAM1	IL2RA	imm_enterocytes_2	upreg	21	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
ICAM1	IL2RG	cycling_ta	upreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
ICAM1	IL2RG	imm_enterocytes_2	upreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
ICAM1	ITGAL	cycling_ta	upreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
ICAM1	ITGAL	imm_enterocytes_2	upreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
ICAM1	ITGAM	cycling_ta	upreg	19	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,resident_macrophage
ICAM1	ITGAM	imm_enterocytes_2	upreg	19	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,resident_macrophage
ICAM1	ITGAX	cycling_ta	upreg	20	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,TFH_like,Tcyto,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,plasmablast,resident_macrophage
ICAM1	ITGAX	imm_enterocytes_2	upreg	20	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,TFH_like,Tcyto,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,plasmablast,resident_macrophage
IFNL1	IFNLR1	imm_enterocytes_2	upreg	15	CD8_Trm,CD8_Trm_cyto,DC2,IgA_plasma,IgG_plasma,IgM_plasma,Tmem,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,plasmablast,resident_macrophage
LYZ	ITGAL	imm_enterocytes_2	downreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
MDK	ALK	imm_enterocytes_2	downreg	1	Trm
MDK	GPC2	imm_enterocytes_2	downreg	19	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgM_plasma,TFH_like,Tcyto,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
MDK	ITGA4	imm_enterocytes_2	downreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
MDK	ITGA6	imm_enterocytes_2	downreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
MDK	ITGB1	imm_enterocytes_2	downreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
MDK	LRP1	imm_enterocytes_2	downreg	17	CD8_Trm,CD8_Trm_cyto,DC2,ILC3,IgA_plasma,IgM_plasma,TFH_like,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
MDK	PTPRB	imm_enterocytes_2	downreg	16	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,Treg,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Bcell,plasmablast,resident_macrophage
MDK	SDC1	imm_enterocytes_2	downreg	14	CD8_Trm,DC2,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Trm,Trm_Th17,activated_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
MDK	SDC3	imm_enterocytes_2	downreg	13	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,Tmem,Trm,activated_Tcell,inf_macrophage,naive_Bcell,plasmablast,resident_macrophage
MDK	TSPAN1	imm_enterocytes_2	downreg	11	CD8_Trm,DC2,ILC3,IgA_plasma,IgM_plasma,TFH_like,Tcyto,Treg,Trm,mem_Bcell,naive_Bcell
PI3	PLD2	imm_enterocytes_2	downreg	17	CD8_Trm,CD8_Trm_cyto,DC1,DC2,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,plasmablast,resident_macrophage
PLAU	IGF2R	imm_enterocytes_2	upreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
PLAU	ITGA3	imm_enterocytes_2	upreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
PLAU	ITGA5	imm_enterocytes_2	upreg	19	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
PLAU	ITGAM	imm_enterocytes_2	upreg	19	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,resident_macrophage
PLAU	ITGAV	imm_enterocytes_2	upreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
PLAU	ITGB1	imm_enterocytes_2	upreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
PLAU	ITGB5	imm_enterocytes_2	upreg	13	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgM_plasma,TFH_like,Tcyto,Trm,Trm_Th17,activated_Tcell,resident_macrophage
PLAU	LRP1	imm_enterocytes_2	upreg	17	CD8_Trm,CD8_Trm_cyto,DC2,ILC3,IgA_plasma,IgM_plasma,TFH_like,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
PLAU	MRC2	imm_enterocytes_2	upreg	12	CD8_Trm,DC1,DC2,ILC1,ILC3,IgA_plasma,IgM_plasma,Trm,activated_Tcell,gd_Tcell,naive_Tcell,resident_macrophage
PLAU	ST14	imm_enterocytes_2	upreg	16	CD8_Trm,DC1,DC2,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Treg,Trm,Trm_Th17,activated_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
PLAU	VLDLR	imm_enterocytes_2	upreg	16	CD8_Trm,CD8_Trm_cyto,ILC1,ILC3,IgA_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
PSAP	AR	imm_enterocytes_2	downreg	5	CD8_Trm_cyto,IgA_plasma,Trm,activated_Tcell,mem_Bcell
PSAP	CD1B	imm_enterocytes_2	downreg	7	DC1,DC2,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,resident_macrophage
PSAP	CELSR1	imm_enterocytes_2	downreg	14	CD8_Trm,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Trm,Trm_Th17,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
PSAP	GPR37	imm_enterocytes_2	downreg	2	ILC3,IgA_plasma
PSAP	GPR37L1	imm_enterocytes_2	downreg	2	ILC1,plasmablast
PSAP	LRP1	imm_enterocytes_2	downreg	17	CD8_Trm,CD8_Trm_cyto,DC2,ILC3,IgA_plasma,IgM_plasma,TFH_like,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
PSAP	SORT1	imm_enterocytes_2	downreg	16	CD8_Trm,DC1,DC2,ILC1,ILC3,IgA_plasma,IgM_plasma,TFH_like,Tcyto,Trm,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
RTN4	GJB2	imm_enterocytes_2	downreg	10	CD8_Trm,DC2,IgA_plasma,IgG_plasma,IgM_plasma,Trm,inf_macrophage,mem_Bcell,naive_Bcell,plasmablast
RTN4	NGFR	imm_enterocytes_2	downreg	8	CD8_Trm,CD8_Trm_cyto,DC2,ILC3,IgA_plasma,Trm,mem_Bcell,resident_macrophage
RTN4	RTN4RL1	imm_enterocytes_2	downreg	1	CD8_Trm
RTN4	TNFRSF19	imm_enterocytes_2	downreg	3	CD8_Trm,ILC3,Trm
S100A6	ESR1	imm_enterocytes_2	downreg	10	CD8_Trm_cyto,ILC1,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Trm,naive_Bcell,plasmablast,resident_macrophage
SLPI	CD4	imm_enterocytes_2	downreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
SLPI	PLSCR1	imm_enterocytes_2	downreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
SLPI	PLSCR4	imm_enterocytes_2	downreg	8	CD8_Trm,ILC3,IgA_plasma,TFH_like,Trm,activated_Tcell,mem_Bcell,resident_macrophage
SPTAN1	PTPRA	imm_enterocytes_2	downreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TIMP2	ITGA3	imm_enterocytes_2	downreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TIMP2	ITGB1	imm_enterocytes_2	downreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TNF	AKT1	imm_enterocytes_2	upreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TNF	CD83	imm_enterocytes_2	upreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TNF	CDH11	imm_enterocytes_2	upreg	3	CD8_Trm,Trm,resident_macrophage
TNF	CELSR2	imm_enterocytes_2	upreg	8	CD8_Trm,DC2,ILC1,IgA_plasma,TFH_like,Trm,gd_Tcell,resident_macrophage
TNF	F2RL1	imm_enterocytes_2	upreg	13	CD8_Trm,DC2,ILC1,ILC3,IgA_plasma,TFH_like,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
TNF	F3	imm_enterocytes_2	upreg	13	CD8_Trm,CD8_Trm_cyto,DC2,IgA_plasma,IgG_plasma,TFH_like,Treg,Trm,Trm_Th17,activated_Tcell,mem_Bcell,naive_Bcell,resident_macrophage
TNF	GPR160	imm_enterocytes_2	upreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TNF	INSR	imm_enterocytes_2	upreg	21	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TNF	MYLK	imm_enterocytes_2	upreg	16	CD8_Trm,DC1,DC2,ILC3,IgA_plasma,IgG_plasma,TFH_like,Treg,Trm,Trm_Th17,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,plasmablast,resident_macrophage
TNF	NR3C1	imm_enterocytes_2	upreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TNF	PIGR	imm_enterocytes_2	upreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TNF	PPARG	imm_enterocytes_2	upreg	15	CD8_Trm,CD8_Trm_cyto,DC2,ILC3,IgA_plasma,IgG_plasma,TFH_like,Tmem,Trm,Trm_Th17,activated_Tcell,gd_Tcell,naive_Bcell,naive_Tcell,resident_macrophage
TNF	PTPRS	imm_enterocytes_2	upreg	14	CD8_Trm,DC1,IgA_plasma,IgG_plasma,IgM_plasma,Treg,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TNF	PTPRU	imm_enterocytes_2	upreg	3	IgA_plasma,Trm,plasmablast
TNF	RIPK1	imm_enterocytes_2	upreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TNF	SLC5A11	imm_enterocytes_2	upreg	2	IgA_plasma,Trm
TNF	SPHK1	imm_enterocytes_2	upreg	17	CD8_Trm,CD8_Trm_cyto,DC1,DC2,IgA_plasma,IgM_plasma,TFH_like,Tcyto,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,resident_macrophage
TNF	TNFRSF21	imm_enterocytes_2	upreg	17	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgG_plasma,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,resident_macrophage
TNF	TRADD	imm_enterocytes_2	upreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TNF	TRPV1	imm_enterocytes_2	upreg	19	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,Tcyto,Tmem,Treg,Trm,Trm_Th17,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TNFSF10	RIPK1	cycling_ta	upreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TNFSF10	RIPK1	imm_enterocytes_2	upreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TNFSF10	TNFRSF10B	cycling_ta	upreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TNFSF10	TNFRSF10B	imm_enterocytes_2	upreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TNFSF10	TNFRSF10C	cycling_ta	upreg	3	CD8_Trm,DC2,resident_macrophage
TNFSF10	TNFRSF10C	imm_enterocytes_2	upreg	3	CD8_Trm,DC2,resident_macrophage
TNFSF10	TNFRSF10D	cycling_ta	upreg	16	CD8_Trm,CD8_Trm_cyto,DC2,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Treg,Trm,Trm_Th17,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TNFSF10	TNFRSF10D	imm_enterocytes_2	upreg	16	CD8_Trm,CD8_Trm_cyto,DC2,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Treg,Trm,Trm_Th17,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TNFSF13B	TNFRSF13B	imm_enterocytes_2	upreg	19	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,plasmablast,resident_macrophage
TNFSF13B	TNFRSF13C	imm_enterocytes_2	upreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
TNFSF13B	TNFRSF17	imm_enterocytes_2	upreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
