ligand	receptor	ligand_cell_source	ligand_dir	target_cell_counts	receptor_cell_target
ADAM9	ITGA3	imm_enterocyte_2	downreg	13	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,NK,Treg,mast_cell1,mast_cell2,plasma
ADAM9	ITGA6	imm_enterocyte_2	downreg	16	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,GC_Bcell,NK,Treg,cycling_Bcell,macrophage,mast_cell1,mast_cell2,plasma
ADAM9	ITGAV	imm_enterocyte_2	downreg	13	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC2,GC_Bcell,NK,Treg,cycling_Bcell,macrophage,mast_cell1,plasma
ADAM9	ITGB1	imm_enterocyte_2	downreg	20	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,mast_cell2,plasma
ADAM9	ITGB5	imm_enterocyte_2	downreg	7	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_LP,DC2,macrophage,plasma
ANXA1	ADRA2A	imm_enterocyte_2	downreg	3	mast_cell1,mast_cell2,plasma
ANXA1	CCR10	imm_enterocyte_2	downreg	14	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC1,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
ANXA1	DYSF	imm_enterocyte_2	downreg	5	CD4_MThi,CD8_LP,DC1,macrophage,plasma
ANXA1	FPR3	imm_enterocyte_2	downreg	6	CD8_LP,DC1,DC2,macrophage,mast_cell1,plasma
ANXA1	LMTK2	imm_enterocyte_2	downreg	11	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,GC_Bcell,Treg,cycling_Bcell,macrophage,plasma
APP	ADRA2A	imm_enterocyte_2	downreg	3	mast_cell1,mast_cell2,plasma
APP	CAV1	imm_enterocyte_2	downreg	15	CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD8_IEL,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,macrophage,mast_cell1,plasma
APP	CCR5	imm_enterocyte_2	downreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,NK,Treg,cycling_Tcell,macrophage,mast_cell1,plasma
APP	CD74	imm_enterocyte_2	downreg	20	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,mast_cell2,plasma
APP	FCGR2B	imm_enterocyte_2	downreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC1,DC2,GC_Bcell,NK,cycling_Bcell,macrophage,mast_cell1,plasma
APP	GPC1	imm_enterocyte_2	downreg	9	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,Treg,cycling_Tcell,macrophage,plasma
APP	LRP1	imm_enterocyte_2	downreg	12	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC2,ILC,Treg,cycling_Bcell,macrophage,plasma
APP	NCSTN	imm_enterocyte_2	downreg	20	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,mast_cell2,plasma
APP	NGFR	imm_enterocyte_2	downreg	5	CD4_activ_fos_hi,CD4_activ_fos_lo,CD8_LP,Treg,plasma
APP	SLC45A3	imm_enterocyte_2	downreg	7	CD4_activ_fos_lo,DC2,GC_Bcell,ILC,mast_cell1,mast_cell2,plasma
APP	TNFRSF21	imm_enterocyte_2	downreg	10	CD4_activ_fos_lo,CD4_memory,CD8_IEL,DC1,DC2,NK,macrophage,mast_cell1,mast_cell2,plasma
AREG	AATK	imm_enterocyte_2	downreg	10	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,DC2,ILC,macrophage,mast_cell1,plasma
AREG	AXL	imm_enterocyte_2	downreg	7	CD4_activ_fos_lo,CD8_LP,DC1,DC2,macrophage,mast_cell1,plasma
AREG	CSF1R	imm_enterocyte_2	downreg	6	CD4_memory,CD8_LP,DC2,macrophage,mast_cell1,plasma
AREG	DDR2	imm_enterocyte_2	downreg	4	CD4_activ_fos_hi,CD4_activ_fos_lo,CD8_IEL,plasma
AREG	FLT3	imm_enterocyte_2	downreg	6	CD8_IEL,DC1,DC2,cycling_Bcell,macrophage,plasma
AREG	INSR	imm_enterocyte_2	downreg	10	CD4_PD1,CD4_activ_fos_lo,CD4_memory,CD8_IEL,DC2,GC_Bcell,cycling_Bcell,macrophage,mast_cell1,plasma
AREG	LMTK2	imm_enterocyte_2	downreg	11	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,GC_Bcell,Treg,cycling_Bcell,macrophage,plasma
AREG	LTK	imm_enterocyte_2	downreg	11	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,GC_Bcell,ILC,Treg,cycling_Bcell,macrophage,plasma
AREG	MERTK	imm_enterocyte_2	downreg	5	CD4_activ_fos_lo,DC2,cycling_Bcell,macrophage,plasma
AREG	MET	imm_enterocyte_2	downreg	4	CD8_IEL,Treg,mast_cell2,plasma
AREG	MST1R	imm_enterocyte_2	downreg	3	CD8_IEL,macrophage,plasma
AREG	MUSK	imm_enterocyte_2	downreg	4	CD4_activ_fos_hi,CD8_IEL,DC2,plasma
AREG	NTRK1	imm_enterocyte_2	downreg	2	mast_cell1,mast_cell2
AREG	NTRK2	imm_enterocyte_2	downreg	3	DC1,Treg,plasma
AREG	NTRK3	imm_enterocyte_2	downreg	2	CD4_PD1,macrophage
AREG	PDGFRA	imm_enterocyte_2	downreg	10	CD4_MThi,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,cycling_Tcell,macrophage,plasma
AREG	PDGFRB	imm_enterocyte_2	downreg	5	CD8_IEL,DC2,GC_Bcell,macrophage,plasma
AREG	PTK7	imm_enterocyte_2	downreg	8	CD4_activ_fos_hi,CD4_memory,CD8_LP,NK,cycling_Tcell,macrophage,mast_cell1,plasma
AREG	RET	imm_enterocyte_2	downreg	2	mast_cell1,plasma
AREG	ROR1	imm_enterocyte_2	downreg	5	CD8_LP,DC1,cycling_Bcell,macrophage,plasma
AREG	ROR2	imm_enterocyte_2	downreg	4	DC1,DC2,macrophage,plasma
AREG	RYK	imm_enterocyte_2	downreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,NK,Treg,macrophage,mast_cell1,mast_cell2,plasma
AREG	TIE1	imm_enterocyte_2	downreg	8	CD4_MThi,CD4_activ_fos_hi,DC2,ILC,NK,mast_cell1,mast_cell2,plasma
AREG	TYRO3	imm_enterocyte_2	downreg	6	CD4_activ_fos_hi,CD4_activ_fos_lo,CD8_LP,DC2,NK,plasma
B2M	CD1A	enterocyte_2	downreg	3	DC2,cycling_Bcell,macrophage
B2M	CD1A	imm_enterocyte_2	downreg	3	DC2,cycling_Bcell,macrophage
B2M	CD1B	enterocyte_2	downreg	1	DC2
B2M	CD1B	imm_enterocyte_2	downreg	1	DC2
B2M	CD247	enterocyte_2	downreg	16	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
B2M	CD247	imm_enterocyte_2	downreg	16	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
B2M	CD3D	enterocyte_2	downreg	18	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
B2M	CD3D	imm_enterocyte_2	downreg	18	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
B2M	CD3G	enterocyte_2	downreg	16	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
B2M	CD3G	imm_enterocyte_2	downreg	16	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
B2M	HFE	enterocyte_2	downreg	12	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC1,DC2,GC_Bcell,NK,Treg,macrophage,plasma
B2M	HFE	imm_enterocyte_2	downreg	12	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC1,DC2,GC_Bcell,NK,Treg,macrophage,plasma
B2M	IL2RA	enterocyte_2	downreg	13	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,ILC,NK,Treg,cycling_Tcell,macrophage,plasma
B2M	IL2RA	imm_enterocyte_2	downreg	13	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,ILC,NK,Treg,cycling_Tcell,macrophage,plasma
B2M	IL2RB	enterocyte_2	downreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
B2M	IL2RB	imm_enterocyte_2	downreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
B2M	IL2RG	enterocyte_2	downreg	20	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,mast_cell2,plasma
B2M	IL2RG	imm_enterocyte_2	downreg	20	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,mast_cell2,plasma
B2M	KIR2DL3	enterocyte_2	downreg	4	CD8_IEL,CD8_LP,NK,cycling_Tcell
B2M	KIR2DL3	imm_enterocyte_2	downreg	4	CD8_IEL,CD8_LP,NK,cycling_Tcell
B2M	KLRC1	enterocyte_2	downreg	10	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,ILC,NK,cycling_Tcell,plasma
B2M	KLRC1	imm_enterocyte_2	downreg	10	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,ILC,NK,cycling_Tcell,plasma
B2M	KLRC2	enterocyte_2	downreg	9	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,NK,cycling_Tcell,plasma
B2M	KLRC2	imm_enterocyte_2	downreg	9	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,NK,cycling_Tcell,plasma
B2M	LILRB2	enterocyte_2	downreg	6	CD4_activ_fos_hi,DC2,macrophage,mast_cell1,mast_cell2,plasma
B2M	LILRB2	imm_enterocyte_2	downreg	6	CD4_activ_fos_hi,DC2,macrophage,mast_cell1,mast_cell2,plasma
B2M	PDIA3	enterocyte_2	downreg	20	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,mast_cell2,plasma
B2M	PDIA3	imm_enterocyte_2	downreg	20	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,mast_cell2,plasma
CALM1	ESR1	imm_enterocyte_2	downreg	1	plasma
CALM1	ESR2	imm_enterocyte_2	downreg	10	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IL17,CD8_LP,GC_Bcell,cycling_Bcell,macrophage,mast_cell1,plasma
CALM1	GLP2R	imm_enterocyte_2	downreg	5	CD4_activ_fos_lo,ILC,macrophage,mast_cell1,plasma
CALM1	GP6	imm_enterocyte_2	downreg	2	CD4_activ_fos_lo,cycling_Tcell
CALM1	INSR	imm_enterocyte_2	downreg	10	CD4_PD1,CD4_activ_fos_lo,CD4_memory,CD8_IEL,DC2,GC_Bcell,cycling_Bcell,macrophage,mast_cell1,plasma
CALM1	KCNN4	imm_enterocyte_2	downreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC2,GC_Bcell,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
CALM1	KCNQ1	imm_enterocyte_2	downreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IL17,CD8_LP,DC1,DC2,ILC,cycling_Bcell,macrophage,mast_cell1,mast_cell2,plasma
CALM1	KCNQ5	imm_enterocyte_2	downreg	4	CD8_IEL,NK,cycling_Tcell,plasma
CALM1	MYLK	imm_enterocyte_2	downreg	10	CD4_activ_fos_hi,CD4_activ_fos_lo,CD8_IEL,CD8_LP,DC1,DC2,NK,cycling_Bcell,macrophage,plasma
CALM1	PDE1A	imm_enterocyte_2	downreg	2	macrophage,plasma
CALM1	PDE1B	imm_enterocyte_2	downreg	10	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_LP,DC1,DC2,macrophage,mast_cell1,plasma
CALM1	PDE1C	imm_enterocyte_2	downreg	1	plasma
CALM1	PTPRA	imm_enterocyte_2	downreg	20	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,mast_cell2,plasma
CALM1	RYR1	imm_enterocyte_2	downreg	7	CD4_memory,CD8_IEL,DC2,Treg,macrophage,mast_cell2,plasma
CALM1	VIPR1	imm_enterocyte_2	downreg	8	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,GC_Bcell,NK,macrophage,plasma
CALM2	ESR1	imm_enterocyte_2	downreg	1	plasma
CALM2	ESR1	ta	downreg	1	plasma
CALM2	ESR2	imm_enterocyte_2	downreg	10	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IL17,CD8_LP,GC_Bcell,cycling_Bcell,macrophage,mast_cell1,plasma
CALM2	ESR2	ta	downreg	10	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IL17,CD8_LP,GC_Bcell,cycling_Bcell,macrophage,mast_cell1,plasma
CALM2	GP6	imm_enterocyte_2	downreg	2	CD4_activ_fos_lo,cycling_Tcell
CALM2	GP6	ta	downreg	2	CD4_activ_fos_lo,cycling_Tcell
CALM2	INSR	imm_enterocyte_2	downreg	10	CD4_PD1,CD4_activ_fos_lo,CD4_memory,CD8_IEL,DC2,GC_Bcell,cycling_Bcell,macrophage,mast_cell1,plasma
CALM2	INSR	ta	downreg	10	CD4_PD1,CD4_activ_fos_lo,CD4_memory,CD8_IEL,DC2,GC_Bcell,cycling_Bcell,macrophage,mast_cell1,plasma
CALM2	KCNQ1	imm_enterocyte_2	downreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IL17,CD8_LP,DC1,DC2,ILC,cycling_Bcell,macrophage,mast_cell1,mast_cell2,plasma
CALM2	KCNQ1	ta	downreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IL17,CD8_LP,DC1,DC2,ILC,cycling_Bcell,macrophage,mast_cell1,mast_cell2,plasma
CALM2	KCNQ5	imm_enterocyte_2	downreg	4	CD8_IEL,NK,cycling_Tcell,plasma
CALM2	KCNQ5	ta	downreg	4	CD8_IEL,NK,cycling_Tcell,plasma
CALM2	MYLK	imm_enterocyte_2	downreg	10	CD4_activ_fos_hi,CD4_activ_fos_lo,CD8_IEL,CD8_LP,DC1,DC2,NK,cycling_Bcell,macrophage,plasma
CALM2	MYLK	ta	downreg	10	CD4_activ_fos_hi,CD4_activ_fos_lo,CD8_IEL,CD8_LP,DC1,DC2,NK,cycling_Bcell,macrophage,plasma
CALM2	PDE1A	imm_enterocyte_2	downreg	2	macrophage,plasma
CALM2	PDE1A	ta	downreg	2	macrophage,plasma
CALM2	PDE1B	imm_enterocyte_2	downreg	10	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_LP,DC1,DC2,macrophage,mast_cell1,plasma
CALM2	PDE1B	ta	downreg	10	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_LP,DC1,DC2,macrophage,mast_cell1,plasma
CALM2	PDE1C	imm_enterocyte_2	downreg	1	plasma
CALM2	PDE1C	ta	downreg	1	plasma
CALM2	RYR1	imm_enterocyte_2	downreg	7	CD4_memory,CD8_IEL,DC2,Treg,macrophage,mast_cell2,plasma
CALM2	RYR1	ta	downreg	7	CD4_memory,CD8_IEL,DC2,Treg,macrophage,mast_cell2,plasma
CALM2	TRPC1	imm_enterocyte_2	downreg	4	CD4_activ_fos_hi,CD8_IEL,mast_cell1,plasma
CALM2	TRPC1	ta	downreg	4	CD4_activ_fos_hi,CD8_IEL,mast_cell1,plasma
CALM3	AKT1	imm_enterocyte_2	downreg	19	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
CALM3	ESR1	imm_enterocyte_2	downreg	1	plasma
CALM3	ESR2	imm_enterocyte_2	downreg	10	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IL17,CD8_LP,GC_Bcell,cycling_Bcell,macrophage,mast_cell1,plasma
CALM3	GP6	imm_enterocyte_2	downreg	2	CD4_activ_fos_lo,cycling_Tcell
CALM3	INSR	imm_enterocyte_2	downreg	10	CD4_PD1,CD4_activ_fos_lo,CD4_memory,CD8_IEL,DC2,GC_Bcell,cycling_Bcell,macrophage,mast_cell1,plasma
CALM3	KCNQ1	imm_enterocyte_2	downreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IL17,CD8_LP,DC1,DC2,ILC,cycling_Bcell,macrophage,mast_cell1,mast_cell2,plasma
CALM3	KCNQ5	imm_enterocyte_2	downreg	4	CD8_IEL,NK,cycling_Tcell,plasma
CALM3	MYLK	imm_enterocyte_2	downreg	10	CD4_activ_fos_hi,CD4_activ_fos_lo,CD8_IEL,CD8_LP,DC1,DC2,NK,cycling_Bcell,macrophage,plasma
CALM3	PDE1A	imm_enterocyte_2	downreg	2	macrophage,plasma
CALM3	PDE1B	imm_enterocyte_2	downreg	10	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_LP,DC1,DC2,macrophage,mast_cell1,plasma
CALM3	PDE1C	imm_enterocyte_2	downreg	1	plasma
CCL2	ACKR2	imm_enterocyte_1	upreg	3	CD8_IEL,mast_cell1,plasma
CCL2	ACKR2	ta	upreg	3	CD8_IEL,mast_cell1,plasma
CCL2	CCR1	imm_enterocyte_1	upreg	12	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD8_IEL,CD8_IL17,CD8_LP,DC2,ILC,NK,cycling_Tcell,macrophage,plasma
CCL2	CCR1	ta	upreg	12	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD8_IEL,CD8_IL17,CD8_LP,DC2,ILC,NK,cycling_Tcell,macrophage,plasma
CCL2	CCR10	imm_enterocyte_1	upreg	14	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC1,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CCL2	CCR10	ta	upreg	14	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC1,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CCL2	CCR2	imm_enterocyte_1	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,GC_Bcell,NK,Treg,cycling_Bcell,macrophage,plasma
CCL2	CCR2	ta	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,GC_Bcell,NK,Treg,cycling_Bcell,macrophage,plasma
CCL2	CCR4	imm_enterocyte_1	upreg	6	CD4_activ_fos_lo,CD8_IEL,CD8_LP,ILC,Treg,plasma
CCL2	CCR4	ta	upreg	6	CD4_activ_fos_lo,CD8_IEL,CD8_LP,ILC,Treg,plasma
CCL2	CCR5	imm_enterocyte_1	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,NK,Treg,cycling_Tcell,macrophage,mast_cell1,plasma
CCL2	CCR5	ta	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,NK,Treg,cycling_Tcell,macrophage,mast_cell1,plasma
CCL2	CCR7	imm_enterocyte_1	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CCL2	CCR7	ta	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CCL2	CCR9	imm_enterocyte_1	upreg	8	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,NK,Treg,plasma
CCL2	CCR9	ta	upreg	8	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,NK,Treg,plasma
CCL2	CX3CR1	imm_enterocyte_1	upreg	4	CD8_LP,DC2,NK,macrophage
CCL2	CX3CR1	ta	upreg	4	CD8_LP,DC2,NK,macrophage
CCL2	CXCR3	imm_enterocyte_1	upreg	17	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CCL2	CXCR3	ta	upreg	17	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CCL2	CXCR4	imm_enterocyte_1	upreg	19	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
CCL2	CXCR4	ta	upreg	19	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
CCL2	CXCR5	imm_enterocyte_1	upreg	11	CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_LP,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,plasma
CCL2	CXCR5	ta	upreg	11	CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_LP,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,plasma
CCL2	CXCR6	imm_enterocyte_1	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CCL2	CXCR6	ta	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CCL2	F3	imm_enterocyte_1	upreg	9	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_LP,DC1,DC2,cycling_Bcell,macrophage,plasma
CCL2	F3	ta	upreg	9	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_LP,DC1,DC2,cycling_Bcell,macrophage,plasma
CCL2	XCR1	imm_enterocyte_1	upreg	2	DC1,plasma
CCL2	XCR1	ta	upreg	2	DC1,plasma
CD47	SIRPG	imm_enterocyte_2	downreg	16	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,plasma
