ligand	receptor	ligand_cell_source	ligand_dir	target_cell_counts	receptor_cell_target
TNF	F2RL1	imm_enterocyte_2	upreg	12	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC2,NK,cycling_Bcell,macrophage,plasma
TNF	F3	imm_enterocyte_2	upreg	9	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_LP,DC1,DC2,cycling_Bcell,macrophage,plasma
TNF	GPR160	imm_enterocyte_2	upreg	15	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,NK,cycling_Bcell,macrophage,mast_cell1,plasma
TNF	INSR	imm_enterocyte_2	upreg	10	CD4_PD1,CD4_activ_fos_lo,CD4_memory,CD8_IEL,DC2,GC_Bcell,cycling_Bcell,macrophage,mast_cell1,plasma
TNF	MYLK	imm_enterocyte_2	upreg	10	CD4_activ_fos_hi,CD4_activ_fos_lo,CD8_IEL,CD8_LP,DC1,DC2,NK,cycling_Bcell,macrophage,plasma
TNF	NR3C1	imm_enterocyte_2	upreg	20	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,mast_cell2,plasma
TNF	PIGR	imm_enterocyte_2	upreg	18	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell2,plasma
TNF	PPARG	imm_enterocyte_2	upreg	11	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,GC_Bcell,Treg,cycling_Bcell,macrophage,plasma
TNF	PTPRS	imm_enterocyte_2	upreg	6	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,cycling_Bcell,macrophage,plasma
TNF	RIPK1	imm_enterocyte_2	upreg	17	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
TNF	SPHK1	imm_enterocyte_2	upreg	12	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC1,DC2,GC_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
TNF	TNFRSF21	imm_enterocyte_2	upreg	10	CD4_activ_fos_lo,CD4_memory,CD8_IEL,DC1,DC2,NK,macrophage,mast_cell1,mast_cell2,plasma
TNF	TRADD	imm_enterocyte_2	upreg	20	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,mast_cell2,plasma
